TradingDate,TradingPeriod,PointOfConnection,DollarsPerMegawattHour
2023-06-14,3,WIR0331,72.34
2023-06-14,10,BPT1101,50.25
2023-06-14,5,DOB0331,53.30
2023-06-14,16,DOB0661,2222.57
2023-06-14,5,HAM0111,68.69
2023-06-14,2,HEP0331,79.67
2023-06-14,12,HLY2201,55.77
2023-06-14,21,HWA1101,59.05
2023-06-14,1,HWB1101,48.70
2023-06-14,23,ISL2201,29.76
2023-06-14,10,KAI0111,55.21
2023-06-14,31,KIN0111,246.67
2023-06-14,35,MKE1101,149.30
2023-06-14,13,NAP2202,93.22
2023-06-14,30,OKI2201,237.38
2023-06-14,43,OTA0221,106.35
2023-06-14,22,ROT0111,31.51
2023-06-14,7,RPO2201,70.42
2023-06-14,38,TMU1101,279.43
2023-06-14,30,TUI1101,208.93
2023-06-14,9,WIR0331,70.33
2023-06-14,27,ARG1101,161.86
2023-06-14,40,BOB1101,149.16
2023-06-14,14,BPE0331,231.17
2023-06-14,9,EDN0331,48.11
2023-06-14,11,EDN0331,48.17
2023-06-14,2,HAM0111,77.30
2023-06-14,30,HAY1101,217.35
2023-06-14,38,HEN0331,289.63
2023-06-14,40,HLY0331,145.73
2023-06-14,7,INV0331,48.27
2023-06-14,11,INV2202,47.95
2023-06-14,35,ISL0331,148.21
2023-06-14,12,KMO0331,53.95
2023-06-14,15,MNG0331,1296.59
2023-06-14,32,MNG1101,149.36
2023-06-14,16,MTM0331,2343.36
2023-06-14,29,OHA2201,43.85
2023-06-14,37,WGN0331,472.51
2023-06-14,1,WKO0331,72.45
2023-06-14,48,WWD1102,69.71
2023-06-14,24,ASB0661,57.84
2023-06-14,5,ATU1101,53.46
2023-06-14,44,ATU1101,56.97
2023-06-14,7,BOB0331,74.64
2023-06-14,15,BPE2201,1136.61
2023-06-14,9,BWK1101,47.38
2023-06-14,19,BWK1101,212.38
2023-06-14,9,CPK0111,63.21
2023-06-14,30,CPK0331,219.63
2023-06-14,39,GLN0331,190.54
2023-06-14,16,HWB1101,1866.70
2023-06-14,35,HWB2201,132.82
2023-06-14,4,ISL0331,52.86
2023-06-14,11,KAI0111,55.46
2023-06-14,17,LTN2201,3227.54
2023-06-14,36,ONG0331,1322.93
2023-06-14,5,ORO1101,53.65
2023-06-14,43,RFN1101,57.75
2023-06-14,40,ROT0331,143.00
2023-06-14,3,SVL0331,72.14
2023-06-14,18,SVL0331,452.48
2023-06-14,43,TKB2201,50.53
2023-06-14,3,TMU1101,70.07
2023-06-14,16,TMU1101,2382.42
2023-06-14,7,TWZ0331,49.98
2023-06-14,47,WPA2201,77.69
2023-06-14,16,WTU0331,2250.75
2023-06-14,25,ALB1101,188.16
2023-06-14,26,ATI2201,152.02
2023-06-14,6,BDE0111,48.44
2023-06-14,45,BRB0331,89.02
2023-06-14,47,CBG0111,81.71
2023-06-14,30,CML0331,28.37
2023-06-14,26,COL0111,90.97
2023-06-14,38,CST0331,248.76
2023-06-14,46,CST0331,82.98
2023-06-14,17,FHL0331,3387.65
2023-06-14,9,HAY1101,62.66
2023-06-14,12,HAY2201,51.46
2023-06-14,40,HIN0331,146.20
2023-06-14,21,HLY0331,63.56
2023-06-14,47,HLY2201,82.46
2023-06-14,6,HOB1101,80.34
2023-06-14,32,HWB1101,96.60
2023-06-14,4,KBY0662,53.25
2023-06-14,9,KPA1101,66.11
2023-06-14,2,LFD1101,73.22
2023-06-14,40,MDN1101,155.89
2023-06-14,25,MTO0331,193.40
2023-06-14,30,NSY0331,28.78
2023-06-14,42,OKI2201,174.29
2023-06-14,26,ONG0331,154.78
2023-06-14,18,ORO1102,405.11
2023-06-14,39,PEN0251,191.48
2023-06-14,23,RFN1102,31.59
2023-06-14,3,TKA0111,5.58
2023-06-14,48,TKR0331,69.76
2023-06-14,18,TMK0331,366.24
2023-06-14,30,TNG0111,231.07
2023-06-14,16,TRK2201,2281.57
2023-06-14,19,WHI0111,256.40
2023-06-14,40,WPA2201,137.98
2023-06-14,36,WTK0111,1089.50
2023-06-14,30,WTK0331,28.92
2023-06-14,13,ARG1101,96.09
2023-06-14,23,ARI1101,50.86
2023-06-14,40,ARI1102,138.53
2023-06-14,32,BEN2202,99.92
2023-06-14,20,FKN0331,66.81
2023-06-14,5,HAM0551,68.31
2023-06-14,30,HAY0111,217.79
2023-06-14,46,HIN0331,86.52
2023-06-14,19,HOB1101,279.05
2023-06-14,29,HUI0331,105.12
2023-06-14,4,INV0331,48.10
2023-06-14,11,KIN0111,54.30
2023-06-14,33,KUM0661,119.98
2023-06-14,7,LTN2201,69.49
2023-06-14,32,OHA2201,99.10
2023-06-14,29,ORO1102,49.50
2023-06-14,10,PNI0331,62.11
2023-06-14,21,ROS1101,65.89
2023-06-14,6,SWN2201,80.07
2023-06-14,5,TMI0331,68.43
2023-06-14,4,TWI2201,48.23
2023-06-14,28,WAI0501,135.11
2023-06-14,42,WKO0331,195.01
2023-06-14,25,WRK0331,171.85
2023-06-14,14,WRK2201,234.51
2023-06-14,29,WVY1101,105.86
2023-06-14,9,ASB0661,51.77
2023-06-14,37,BEN2201,415.08
2023-06-14,25,CML0331,125.23
2023-06-14,15,DVK0111,1171.18
2023-06-14,42,FKN0331,133.96
2023-06-14,17,HKK0661,3251.99
2023-06-14,25,HOB1101,187.30
2023-06-14,43,HWA0331,96.24
2023-06-14,11,KIK0111,53.45
2023-06-14,33,KIN0113,143.97
2023-06-14,37,KWA0111,462.80
2023-06-14,38,MDN1101,295.85
2023-06-14,9,NMA0331,47.83
2023-06-14,33,OPK0331,137.65
2023-06-14,22,ORO1101,29.56
2023-06-14,6,PAK0331,80.04
2023-06-14,48,PNI0331,69.80
2023-06-14,9,STU0111,51.73
2023-06-14,15,TGA0111,1234.32
2023-06-14,25,TMI0331,185.05
2023-06-14,7,TNG0111,70.81
2023-06-14,8,WHU0331,74.41
2023-06-14,46,WHU0331,88.79
2023-06-14,15,WRK2201,1181.92
2023-06-14,7,ALB1101,75.39
2023-06-14,22,APS0111,28.79
2023-06-14,32,ARA2201,138.74
2023-06-14,24,AVI2201,55.12
2023-06-14,32,BPE0331,132.61
2023-06-14,4,COL0661,50.87
2023-06-14,20,EDG0331,79.70
2023-06-14,32,FKN0331,100.21
2023-06-14,11,GOR0331,48.20
2023-06-14,42,HAY0111,162.43
2023-06-14,10,HKK0661,52.02
2023-06-14,29,HLY2201,113.96
2023-06-14,47,HOB1101,84.15
2023-06-14,17,HTI0331,3521.15
2023-06-14,1,HWA1102,63.56
2023-06-14,32,KAI0111,112.17
2023-06-14,18,KIN0111,416.89
2023-06-14,21,KIN0331,61.40
2023-06-14,30,KPO1101,247.49
2023-06-14,41,KPU0661,150.99
2023-06-14,22,KUM0661,29.33
2023-06-14,14,MKE1101,227.33
2023-06-14,25,MNI0111,172.27
2023-06-14,42,NSY0331,130.28
2023-06-14,16,OAM0331,2025.94
2023-06-14,39,OHC2201,140.43
2023-06-14,16,OKN0111,2265.92
2023-06-14,26,OKN0111,151.39
2023-06-14,44,OTI0111,54.38
2023-06-14,43,PAK0331,106.19
2023-06-14,30,PEN0221,257.73
2023-06-14,14,PEN0331,256.55
2023-06-14,37,PEN0331,522.34
2023-06-14,34,ROS1101,82.55
2023-06-14,29,TMU1101,113.76
2023-06-14,9,TWZ0331,49.91
2023-06-14,4,WIL0331,65.85
2023-06-14,36,WVY0111,1230.71
2023-06-14,14,ARA2201,234.32
2023-06-14,9,DOB0331,53.20
2023-06-14,17,EDG0331,3419.50
2023-06-14,7,GFD0331,67.89
2023-06-14,37,GLN0331,515.90
2023-06-14,48,GLN0332,78.04
2023-06-14,2,GYT0331,69.39
2023-06-14,26,HAY2201,137.55
2023-06-14,37,HOB1101,522.30
2023-06-14,46,HOR0331,54.30
2023-06-14,13,HWA0332,96.10
2023-06-14,25,HWA1101,173.15
2023-06-14,14,HWA1102,234.73
2023-06-14,34,INV2201,54.53
2023-06-14,2,ISL2201,52.82
2023-06-14,19,KIK0111,249.00
2023-06-14,35,KMO0331,168.04
2023-06-14,1,LFD1101,66.56
2023-06-14,11,LTN0331,53.97
2023-06-14,6,LTN2201,74.25
2023-06-14,11,MGM0331,54.20
2023-06-14,10,MNG1101,69.20
2023-06-14,10,PEN1101,69.21
2023-06-14,5,PRM0331,62.89
2023-06-14,48,ROT1101,74.07
2023-06-14,34,ROX2201,54.50
2023-06-14,23,STK0331,31.63
2023-06-14,2,SWN2201,78.83
2023-06-14,26,TKA0111,5.58
2023-06-14,22,TKA0331,5.60
2023-06-14,31,TNG0111,235.87
2023-06-14,8,WTK0331,49.73
2023-06-14,7,APS0111,51.49
2023-06-14,4,ATI2201,70.84
2023-06-14,37,ATI2201,481.15
2023-06-14,35,COL0661,145.91
2023-06-14,32,CUL0331,107.58
2023-06-14,40,EDG0331,140.86
2023-06-14,9,FHL0331,61.77
2023-06-14,6,GOR0331,48.23
2023-06-14,4,HOR0331,53.17
2023-06-14,21,HWB2201,50.73
2023-06-14,19,KAW0112,257.52
2023-06-14,2,KIK0111,53.33
2023-06-14,36,MDN1101,1423.26
2023-06-14,9,MHO0331,66.37
2023-06-14,18,MNG1101,446.21
2023-06-14,45,MTR0331,81.50
2023-06-14,27,ONG0331,234.11
2023-06-14,30,RDF2201,239.40
2023-06-14,17,RFN1101,3334.30
2023-06-14,10,ROX1101,48.02
2023-06-14,23,SFD0331,51.07
2023-06-14,8,STK0661,53.55
2023-06-14,25,STK0661,144.85
2023-06-14,45,SVL0331,88.59
2023-06-14,11,WHI0111,54.34
2023-06-14,33,WIL0331,130.33
2023-06-14,32,WRD0331,150.54
2023-06-14,47,WRK0331,77.14
2023-06-14,46,WVY0111,82.17
2023-06-14,16,WVY1101,2177.63
2023-06-14,34,ARA2201,75.21
2023-06-14,44,ARI1101,94.89
2023-06-14,44,BEN2201,50.31
2023-06-14,38,BOB1101,282.97
2023-06-14,44,BPD1101,51.44
2023-06-14,20,HEN2201,85.36
2023-06-14,20,HWA1102,76.32
2023-06-14,28,KBY0662,87.77
2023-06-14,3,KIN0331,66.99
2023-06-14,40,KIN0331,140.71
2023-06-14,18,LTN0331,394.47
2023-06-14,39,MAN2201,129.11
2023-06-14,23,MCH0111,31.37
2023-06-14,26,MNG0331,163.65
2023-06-14,18,OKN0111,416.64
2023-06-14,47,OWH0111,79.63
2023-06-14,37,ROS0221,530.44
2023-06-14,17,SBK0661,3325.35
2023-06-14,12,SFD0331,54.25
2023-06-14,25,SFD0331,172.32
2023-06-14,23,STK0661,31.55
2023-06-14,4,STU0111,51.92
2023-06-14,40,STU0111,110.57
2023-06-14,43,SWN0251,106.30
2023-06-14,7,TGA0111,71.84
2023-06-14,25,TGA0111,177.53
2023-06-14,8,TKA0111,5.58
2023-06-14,41,TMI0331,145.76
2023-06-14,27,TNG0111,220.24
2023-06-14,30,WAI0501,245.22
2023-06-14,27,WRK2201,226.23
2023-06-14,34,WTK2201,56.46
2023-06-14,24,WTU0331,96.22
2023-06-14,30,ATI2201,240.30
2023-06-14,37,AVI2201,412.69
2023-06-14,29,BEN2201,44.21
2023-06-14,1,EDG0331,66.67
2023-06-14,21,GYT0331,59.25
2023-06-14,11,HAY1101,52.94
2023-06-14,36,HAY2201,1210.58
2023-06-14,25,HLY0331,183.33
2023-06-14,25,HLY2201,183.25
2023-06-14,48,HUI0331,74.55
2023-06-14,47,KBY0661,54.39
2023-06-14,30,KIK2201,32.35
2023-06-14,15,KIN0111,1207.83
2023-06-14,15,KPA1101,1130.43
2023-06-14,17,LFD1102,3422.71
2023-06-14,37,MAN2201,381.61
2023-06-14,10,MTI2201,65.44
2023-06-14,6,MTO0331,83.50
2023-06-14,1,OAM0331,52.42
2023-06-14,15,ONG0331,1216.30
2023-06-14,23,OTI0111,30.71
2023-06-14,10,PPI2201,65.05
2023-06-14,23,SBK0661,31.23
2023-06-14,41,STK0661,118.88
2023-06-14,21,STK2201,59.92
2023-06-14,36,STK2201,1280.91
2023-06-14,45,WGN0331,80.47
2023-06-14,41,WHI2201,133.85
2023-06-14,34,WPR0661,61.59
2023-06-14,47,WTU0331,78.07
2023-06-14,33,WWD1103,130.56
2023-06-14,5,ABY0111,5.62
2023-06-14,3,ATU1101,53.88
2023-06-14,13,ATU1101,96.47
2023-06-14,25,BPT1101,130.83
2023-06-14,48,BRK0331,72.69
2023-06-14,29,GLN0332,115.78
2023-06-14,4,GYM0661,53.27
2023-06-14,11,GYM0661,53.70
2023-06-14,21,HAM0111,63.89
2023-06-14,46,HAY0111,76.58
2023-06-14,48,HAY1101,69.38
2023-06-14,20,HEP0331,86.10
2023-06-14,16,HKK0661,2150.48
2023-06-14,40,HKK0661,118.48
2023-06-14,27,HLY0331,238.76
2023-06-14,5,HTI0331,68.61
2023-06-14,35,HWA1102,157.15
2023-06-14,13,ISL0331,91.55
2023-06-14,33,ISL2201,116.12
2023-06-14,44,KAW0112,97.46
2023-06-14,30,MAN2201,26.35
2023-06-14,29,MTR0331,107.11
2023-06-14,11,NPK0331,56.31
2023-06-14,5,NSY0331,49.55
2023-06-14,4,OTA2201,74.69
2023-06-14,46,STK2201,55.29
2023-06-14,11,SVL0331,57.74
2023-06-14,4,TRK2201,71.09
2023-06-14,20,TUI1101,74.32
2023-06-14,30,TWH0331,250.83
2023-06-14,29,WRK0331,107.13
2023-06-14,12,WTK0331,46.56
2023-06-14,32,WTK2201,99.12
2023-06-14,30,WVY0111,234.19
2023-06-14,25,WWD1103,161.05
2023-06-14,24,ARI1102,95.32
2023-06-14,29,BLN0331,51.39
2023-06-14,44,BPE0331,93.23
2023-06-14,14,BRK0331,231.64
2023-06-14,12,COL0111,48.33
2023-06-14,20,DOB0331,76.72
2023-06-14,10,FKN0331,49.94
2023-06-14,41,GYT0331,128.45
2023-06-14,39,HAM0551,185.38
2023-06-14,25,HEP0331,188.77
2023-06-14,12,HOR0661,50.31
2023-06-14,36,KAW1101,1270.14
2023-06-14,8,KIK2201,53.26
2023-06-14,27,KPA1101,221.88
2023-06-14,42,KPU0661,197.82
2023-06-14,33,MTM0331,147.26
2023-06-14,14,NAP2202,233.58
2023-06-14,46,OAM0331,52.46
2023-06-14,44,OHA2201,49.87
2023-06-14,17,OTA0221,3629.44
2023-06-14,9,OTI0111,51.52
2023-06-14,17,PAO1101,3651.75
2023-06-14,7,RFN1102,53.78
2023-06-14,13,RFN1102,96.28
2023-06-14,14,ROT0331,243.38
2023-06-14,29,STK2201,49.43
2023-06-14,36,STU0111,1140.57
2023-06-14,11,TIM0111,51.19
2023-06-14,2,TKB2201,50.00
2023-06-14,13,TMU1101,99.50
2023-06-14,13,TNG0551,93.48
2023-06-14,6,TWI2201,48.20
2023-06-14,38,WHI2201,262.68
2023-06-14,24,WPR0331,60.23
2023-06-14,41,WPR0331,112.99
2023-06-14,25,WTK2201,128.17
2023-06-14,6,ARA2201,75.70
2023-06-14,43,BPE2201,94.31
2023-06-14,21,BRB0331,66.06
2023-06-14,44,BRY0661,53.79
2023-06-14,31,COL0111,30.49
2023-06-14,46,COL0111,52.15
2023-06-14,34,HLY2201,79.89
2023-06-14,37,HWA0331,458.96
2023-06-14,37,HWB2201,407.42
2023-06-14,24,KAW1101,96.57
2023-06-14,22,KIK2201,29.40
2023-06-14,2,KIN0113,73.29
2023-06-14,14,KPU0661,263.71
2023-06-14,17,MNG0331,3650.28
2023-06-14,40,MPE1101,158.72
2023-06-14,5,NMA0331,47.89
2023-06-14,27,NMA0331,137.30
2023-06-14,21,OKN0111,61.47
2023-06-14,47,ONG0331,81.41
2023-06-14,24,PAK0331,103.26
2023-06-14,34,PAK0331,81.57
2023-06-14,15,RDF2201,1189.09
2023-06-14,26,STK0661,97.00
2023-06-14,40,STK0661,123.08
2023-06-14,4,TAK0331,74.77
2023-06-14,21,TAK0331,65.05
2023-06-14,34,TKB2201,56.39
2023-06-14,46,TKR0331,76.66
2023-06-14,35,TWH0331,170.68
2023-06-14,10,UHT0331,62.06
2023-06-14,12,WAI0111,53.94
2023-06-14,21,WDV0111,59.05
2023-06-14,23,WDV1101,49.96
2023-06-14,27,WEL0331,251.44
2023-06-14,38,WPR0331,247.94
2023-06-14,1,WTK0111,49.70
2023-06-14,29,WVY0111,106.19
2023-06-14,4,APS0111,51.46
2023-06-14,9,BDE0111,48.38
2023-06-14,21,BPE0331,58.64
2023-06-14,15,BPT1101,1012.78
2023-06-14,31,CYD0331,28.16
2023-06-14,27,DOB0661,161.90
2023-06-14,3,FKN0331,49.86
2023-06-14,21,HAM0551,63.58
2023-06-14,30,HAY0331,217.80
2023-06-14,36,HOB1101,1379.35
2023-06-14,16,HWA0331,2175.89
2023-06-14,26,HWB1101,84.07
2023-06-14,40,INV2201,103.48
2023-06-14,35,ISL2201,147.88
2023-06-14,8,KAW0112,69.00
2023-06-14,22,KIN0331,31.08
2023-06-14,40,KWA0111,129.42
2023-06-14,31,LFD1101,247.19
2023-06-14,7,MAT1101,70.08
2023-06-14,2,MDN1101,79.92
2023-06-14,32,MTN0331,134.60
2023-06-14,37,OTI0111,460.92
2023-06-14,41,PEN1101,146.37
2023-06-14,19,ROT0111,264.26
2023-06-14,25,SWN2201,186.29
2023-06-14,14,TIM0111,211.79
2023-06-14,26,TKU2201,149.46
2023-06-14,9,TMU0111,68.48
2023-06-14,19,TRK2201,260.72
2023-06-14,26,TRK2201,153.85
2023-06-14,43,WIL0331,91.49
2023-06-14,25,WIR0331,189.40
2023-06-14,27,WVY0111,223.30
2023-06-14,28,ALB0331,143.06
2023-06-14,4,BEN2201,50.05
2023-06-14,27,BPE0331,215.94
2023-06-14,46,BPE0331,79.57
2023-06-14,39,COL0661,150.66
2023-06-14,17,CPK0111,3233.34
2023-06-14,29,CYD2201,42.61
2023-06-14,7,FHL0331,66.50
2023-06-14,21,HEP0331,66.01
2023-06-14,40,HWB1101,103.42
2023-06-14,6,ISL0331,52.71
2023-06-14,47,KIN0331,77.70
2023-06-14,1,MHO0331,65.39
2023-06-14,43,MTI2201,97.91
2023-06-14,13,NSY0331,83.83
2023-06-14,8,OHB2201,49.95
2023-06-14,38,PAK0331,284.69
2023-06-14,44,PEN0331,105.31
2023-06-14,2,PPI2201,72.84
2023-06-14,35,STU0111,140.75
2023-06-14,10,SWN2201,68.95
2023-06-14,41,TMU0111,142.88
2023-06-14,23,TWC2201,49.62
2023-06-14,11,WGN0331,54.37
2023-06-14,43,WGN0331,97.05
2023-06-14,22,WHU0331,33.42
2023-06-14,41,WHU0331,147.21
2023-06-14,39,WVY0111,171.37
2023-06-14,32,WVY1101,136.16
2023-06-14,23,APS0111,30.64
2023-06-14,5,BOB0331,69.03
2023-06-14,22,BPE0551,29.60
2023-06-14,15,CST0331,1124.30
2023-06-14,21,CUL0661,58.05
2023-06-14,40,CYD2201,102.62
2023-06-14,33,HAM0111,150.00
2023-06-14,41,HAM0331,141.62
2023-06-14,4,HAY0111,65.77
2023-06-14,35,HAY0331,153.46
2023-06-14,32,INV0331,95.73
2023-06-14,7,JRD1101,71.74
2023-06-14,3,KAW0111,66.59
2023-06-14,36,KPO1101,1324.70
2023-06-14,4,MDN2201,75.64
2023-06-14,5,MTN0331,64.48
2023-06-14,4,OHC2201,49.94
2023-06-14,24,OHK2201,95.96
2023-06-14,9,PNI0331,62.86
2023-06-14,35,RDF0331,164.04
2023-06-14,27,RDF2201,227.60
2023-06-14,45,ROT0111,83.45
2023-06-14,43,ROX1101,48.87
2023-06-14,45,ROX1101,47.93
2023-06-14,21,SBK0661,59.28
2023-06-14,37,SWN0251,519.18
2023-06-14,28,TMN0551,132.74
2023-06-14,18,TRK0111,421.85
2023-06-14,40,WAI0111,145.27
2023-06-14,4,WHI0111,70.78
2023-06-14,1,WIL0331,61.81
2023-06-14,45,WKO0331,88.66
2023-06-14,26,WRD0331,164.58
2023-06-14,25,WRK2201,172.01
2023-06-14,3,AVI2201,49.86
2023-06-14,31,AVI2201,29.02
2023-06-14,6,CPK0111,72.87
