TradingDate,TradingPeriod,PointOfConnection,DollarsPerMegawattHour
2023-06-13,15,EDN0331,557.90
2023-06-13,38,EDN0331,138.35
2023-06-13,18,GFD0331,126.82
2023-06-13,31,GFD0331,7.20
2023-06-13,3,GLN0332,56.40
2023-06-13,28,HWB1101,0.19
2023-06-13,44,KIK0111,100.87
2023-06-13,23,KMO0331,90.36
2023-06-13,31,KPA1101,7.73
2023-06-13,3,MNG0331,56.73
2023-06-13,25,MPE1101,68.77
2023-06-13,2,NAP2202,49.98
2023-06-13,46,ONG0331,23.61
2023-06-13,17,RFN1102,210.60
2023-06-13,40,ROS0221,36.40
2023-06-13,47,STK2201,22.17
2023-06-13,38,SVL0331,184.89
2023-06-13,17,SWN0251,228.84
2023-06-13,12,TKA0111,14.26
2023-06-13,37,TRK2201,160.74
2023-06-13,12,WEL0331,31.00
2023-06-13,8,WKM2201,29.81
2023-06-13,26,WPW0331,10.08
2023-06-13,32,WRK2201,33.45
2023-06-13,24,WTK2201,13.12
2023-06-13,40,WVY0111,30.95
2023-06-13,27,APS0111,0.22
2023-06-13,32,CBG0111,35.34
2023-06-13,21,CUL0331,67.28
2023-06-13,5,EDN0331,19.26
2023-06-13,39,GOR0331,58.09
2023-06-13,21,HIN0331,75.81
2023-06-13,25,HOR0661,3.95
2023-06-13,4,MAT1101,67.02
2023-06-13,5,MDN1101,64.49
2023-06-13,29,MDN2201,92.44
2023-06-13,28,MHO0331,79.68
2023-06-13,5,MNG0331,63.85
2023-06-13,7,MNI0111,30.10
2023-06-13,13,NMA0331,34.88
2023-06-13,25,OHA2201,3.57
2023-06-13,40,OKI2201,32.80
2023-06-13,46,PEN0221,24.81
2023-06-13,17,SFD0331,204.80
2023-06-13,5,STK0661,21.38
2023-06-13,30,STK0661,0.23
2023-06-13,32,STK0661,0.23
2023-06-13,14,STU0111,71.05
2023-06-13,28,TMU0111,89.07
2023-06-13,33,TNG0551,34.66
2023-06-13,24,WPR0661,14.38
2023-06-13,9,WPW0331,35.08
2023-06-13,39,WWD1102,65.91
2023-06-13,10,ALB1101,64.85
2023-06-13,45,ASY0111,29.64
2023-06-13,20,BAL0331,33.78
2023-06-13,7,BLN0331,21.62
2023-06-13,14,BLN0331,82.31
2023-06-13,18,HOB1101,143.89
2023-06-13,7,HTI0331,30.85
2023-06-13,37,HWA0331,150.68
2023-06-13,41,HWB2201,17.82
2023-06-13,26,KIN0111,10.40
2023-06-13,47,KOE1101,24.34
2023-06-13,27,KWA0111,80.40
2023-06-13,27,MNG0331,95.25
2023-06-13,29,MTM0331,86.07
2023-06-13,6,OHC2201,19.95
2023-06-13,15,PNI0331,636.65
2023-06-13,38,PPI2201,166.95
2023-06-13,12,RDF0331,27.66
2023-06-13,16,SWN2201,1742.82
2023-06-13,12,THI2201,27.35
2023-06-13,17,TMN0551,211.75
2023-06-13,19,TNG0111,67.73
2023-06-13,23,TRK2201,89.82
2023-06-13,27,WDV0111,83.72
2023-06-13,26,WHI2201,10.41
2023-06-13,22,WPR0661,49.90
2023-06-13,2,ABY0111,19.65
2023-06-13,31,ABY0111,5.62
2023-06-13,27,ARA2201,87.58
2023-06-13,45,ATI2201,31.07
2023-06-13,7,CUL0661,21.17
2023-06-13,41,GLN0332,23.95
2023-06-13,7,ISL0661,21.06
2023-06-13,45,KBY0661,28.81
2023-06-13,28,MKE1101,84.02
2023-06-13,31,MNG0331,8.49
2023-06-13,21,OAM0331,63.56
2023-06-13,32,OHB2201,0.20
2023-06-13,12,OHC2201,15.10
2023-06-13,44,ONG0331,110.49
2023-06-13,7,ORO1102,21.57
2023-06-13,10,RFN1101,21.59
2023-06-13,12,SBK0661,16.83
2023-06-13,25,TIM0111,3.71
2023-06-13,46,TMU0111,24.30
2023-06-13,24,TNG0111,69.31
2023-06-13,23,TUI1101,79.48
2023-06-13,43,TWH0331,111.86
2023-06-13,14,WAI0501,85.69
2023-06-13,7,WTK0111,19.85
2023-06-13,4,WWD1102,62.91
2023-06-13,33,WWD1103,32.68
2023-06-13,48,APS0111,21.12
2023-06-13,28,ARI1102,85.82
2023-06-13,28,ATU1101,0.23
2023-06-13,46,EDN0331,19.44
2023-06-13,31,HEN0331,8.53
2023-06-13,16,HLY0331,1692.53
2023-06-13,39,KAW0112,71.27
2023-06-13,45,KMO0331,31.86
2023-06-13,32,KOE1101,36.92
2023-06-13,34,NSY0331,13.84
2023-06-13,3,OTA0221,56.48
2023-06-13,26,OTA2201,11.19
2023-06-13,22,PAO1101,66.85
2023-06-13,3,RFN1101,21.58
2023-06-13,26,ROS0221,11.36
2023-06-13,39,ROS0221,78.91
2023-06-13,23,SFD2201,88.85
2023-06-13,39,SFD2201,68.59
2023-06-13,29,STK0661,0.23
2023-06-13,9,STK2201,21.42
2023-06-13,30,TKB2201,0.20
2023-06-13,5,UHT0331,57.52
2023-06-13,3,WAI0501,54.62
2023-06-13,42,WHU0331,61.20
2023-06-13,34,WPR0331,15.27
2023-06-13,1,APS0111,20.96
2023-06-13,25,ARA2201,60.65
2023-06-13,13,ARI1101,44.81
2023-06-13,3,ASY0111,21.80
2023-06-13,21,ASY0111,68.66
2023-06-13,42,BEN2201,38.28
2023-06-13,2,BLN0331,21.89
2023-06-13,27,BOB1101,94.53
2023-06-13,47,CLH0111,21.03
2023-06-13,18,CUL0661,128.72
2023-06-13,17,FHL0331,213.86
2023-06-13,28,HAY0331,77.08
2023-06-13,42,HUI0331,56.40
2023-06-13,2,KIN0112,50.62
2023-06-13,6,MDN2201,32.55
2023-06-13,19,MKE1101,64.85
2023-06-13,33,NAP2202,35.54
2023-06-13,44,NPK0331,109.55
2023-06-13,16,NSY0331,1381.45
2023-06-13,42,OHB2201,38.03
2023-06-13,33,OHK2201,35.75
2023-06-13,26,OKI2201,10.34
2023-06-13,44,OKN0111,108.83
2023-06-13,12,RFN1102,16.72
2023-06-13,21,ROS0221,77.99
2023-06-13,8,STK0661,21.33
2023-06-13,17,SVL0331,231.36
2023-06-13,34,THI2201,20.07
2023-06-13,37,TIM0111,138.99
2023-06-13,9,TKA0111,18.72
2023-06-13,30,TRK0111,86.64
2023-06-13,39,TWH0331,74.94
2023-06-13,9,WEL0331,40.18
2023-06-13,31,WTK0331,0.20
2023-06-13,18,ABY0111,5.62
2023-06-13,7,BRK0331,29.29
2023-06-13,16,COL0111,1503.41
2023-06-13,11,CYD0331,18.70
2023-06-13,28,CYD0331,0.19
2023-06-13,45,EDN0331,25.68
2023-06-13,42,FHL0331,56.16
2023-06-13,14,GFD0331,78.77
2023-06-13,23,GFD0331,83.62
2023-06-13,1,HAM0111,48.23
2023-06-13,44,HKK0661,99.18
2023-06-13,9,HLY0331,37.65
2023-06-13,37,HLY0331,166.55
2023-06-13,36,KAW0112,1896.47
2023-06-13,43,KIN0113,107.41
2023-06-13,42,LFD1101,57.56
2023-06-13,2,MCH0111,21.42
2023-06-13,18,MDN1101,147.89
2023-06-13,42,NAP2202,56.22
2023-06-13,26,NSY0331,0.20
2023-06-13,31,OHB2201,0.20
2023-06-13,46,OKI2201,22.72
2023-06-13,31,PEN1101,8.49
2023-06-13,15,ROS0221,736.33
2023-06-13,12,SDN0331,14.65
2023-06-13,48,STU0111,20.83
2023-06-13,25,TGA0111,61.68
2023-06-13,40,WHU0331,36.18
2023-06-13,26,WPA2201,10.40
2023-06-13,19,WPW0331,70.74
2023-06-13,10,WRD0331,64.85
2023-06-13,28,WTK2201,0.20
2023-06-13,13,WTU0331,46.16
2023-06-13,13,AVI2201,36.02
2023-06-13,10,BEN2201,20.01
2023-06-13,30,BLN0331,0.23
2023-06-13,47,BPD1101,20.50
2023-06-13,38,BWK1101,134.79
2023-06-13,44,CML0331,87.15
2023-06-13,18,CYD2201,109.73
2023-06-13,40,FKN0331,26.82
2023-06-13,43,GOR0331,71.57
2023-06-13,9,HEP0331,38.50
2023-06-13,38,HEP0331,185.50
2023-06-13,11,INV2201,18.52
2023-06-13,44,ISL2201,96.80
2023-06-13,4,KIN0111,67.98
2023-06-13,11,KPO1101,110.08
2023-06-13,1,MAN2201,18.06
2023-06-13,36,MKE1101,1728.43
2023-06-13,17,MLG0331,203.64
2023-06-13,23,MNG1101,96.80
2023-06-13,2,MPE1101,54.84
2023-06-13,45,MPE1101,34.42
2023-06-13,46,SVL0331,24.92
2023-06-13,2,THI2201,50.20
2023-06-13,37,THI2201,157.56
2023-06-13,22,TWH0331,65.89
2023-06-13,43,WGN0331,99.75
2023-06-13,46,WTK0331,19.86
2023-06-13,30,ASB0661,0.21
2023-06-13,45,COL0111,27.85
2023-06-13,10,DVK0111,59.36
2023-06-13,6,FHL0331,28.54
2023-06-13,40,GOR0331,25.81
2023-06-13,44,GYT0331,104.71
2023-06-13,4,HAY1101,62.69
2023-06-13,4,HTI1101,69.80
2023-06-13,47,HTI1101,23.50
2023-06-13,43,HUI0331,104.90
2023-06-13,33,ISL2201,1.03
2023-06-13,3,KAW1101,53.71
2023-06-13,40,KPU0661,37.12
2023-06-13,42,KWA0111,52.69
2023-06-13,39,LFD1101,72.48
2023-06-13,27,LFD1102,88.18
2023-06-13,19,MDN1101,77.81
2023-06-13,28,RFN1102,0.23
2023-06-13,17,ROS0221,231.73
2023-06-13,45,STU0111,27.53
2023-06-13,35,TKU2201,440.37
2023-06-13,8,WAI0111,30.11
2023-06-13,14,WAI0111,85.39
2023-06-13,25,WEL0331,71.73
2023-06-13,33,WPR0661,1.03
2023-06-13,11,WRK2201,104.65
2023-06-13,36,ABY0111,5.62
2023-06-13,42,ARG1101,43.96
2023-06-13,3,ASB0661,20.66
2023-06-13,9,AVI2201,19.94
2023-06-13,35,BDE0111,374.40
2023-06-13,29,BLN0331,0.23
2023-06-13,27,BWK1101,0.19
2023-06-13,11,CPK0111,100.30
2023-06-13,45,CUL0331,28.82
2023-06-13,17,HAY2201,201.24
2023-06-13,15,HEN2201,730.49
2023-06-13,18,HKK0661,130.84
2023-06-13,48,HOR0331,21.72
2023-06-13,46,HOR0661,21.73
2023-06-13,33,HUI0331,36.20
2023-06-13,22,HWA1101,63.36
2023-06-13,30,KAI0111,0.23
2023-06-13,43,KAW0111,105.99
2023-06-13,34,KWA0111,18.65
2023-06-13,34,MLG0111,18.72
2023-06-13,47,MTI2201,22.44
2023-06-13,26,NAP2201,10.32
2023-06-13,23,ORO1102,61.39
2023-06-13,8,PAO1101,31.17
2023-06-13,1,PPI2201,45.87
2023-06-13,13,ROX1101,34.50
2023-06-13,18,ROX2201,109.80
2023-06-13,48,STK0331,22.13
2023-06-13,10,TKB2201,19.94
2023-06-13,21,TRK0111,72.56
2023-06-13,46,TRK2201,23.09
2023-06-13,3,WHI2201,53.71
2023-06-13,21,WIL0331,68.81
2023-06-13,19,WPR0661,65.84
2023-06-13,37,WTK0111,132.05
2023-06-13,48,WTK0331,19.85
2023-06-13,17,WTU0331,212.34
2023-06-13,11,WWD1103,99.79
2023-06-13,13,ALB0331,49.84
2023-06-13,5,ARI1102,61.55
2023-06-13,7,CML0331,19.47
2023-06-13,7,COL0661,20.46
2023-06-13,10,CST0331,61.64
2023-06-13,23,EDN0331,52.17
2023-06-13,6,GLN0332,32.11
2023-06-13,6,HAM2201,31.65
2023-06-13,9,HIN0331,37.51
2023-06-13,3,HOR0661,21.41
2023-06-13,35,INV2202,370.16
2023-06-13,32,KIN0111,33.89
2023-06-13,43,KMO0331,108.94
2023-06-13,16,KPA1101,1559.65
2023-06-13,8,LFD1102,29.83
2023-06-13,26,MNG0331,11.26
2023-06-13,27,NSY0331,0.20
2023-06-13,45,OHC2201,26.38
2023-06-13,23,PAK0331,96.58
2023-06-13,36,RFN1102,1853.64
2023-06-13,14,SFD0331,82.62
2023-06-13,8,SVL0331,31.28
2023-06-13,20,SWN2201,42.96
2023-06-13,45,TKA0331,5.60
2023-06-13,13,TKR0331,43.73
2023-06-13,33,WIL0331,32.98
2023-06-13,43,WIL0331,95.89
2023-06-13,20,WWD1103,38.35
2023-06-13,48,WWD1103,21.23
2023-06-13,27,ABY0111,5.62
2023-06-13,38,ATU1101,163.23
2023-06-13,29,BOB1101,90.88
2023-06-13,48,BPE0331,21.84
2023-06-13,39,CML0331,57.86
2023-06-13,31,HAM0111,8.29
2023-06-13,22,HAY0111,59.42
2023-06-13,42,HAY2201,52.46
