TradingDate,TradingPeriod,PointOfConnection,DollarsPerMegawattHour
2023-06-04,20,GFD0331,0.12
2023-06-04,17,HAM0331,0.04
2023-06-04,15,HEN2201,0.02
2023-06-04,4,HTI0331,0.23
2023-06-04,21,HWB0331,0.10
2023-06-04,35,NPK0331,60.27
2023-06-04,10,ORO1102,0.01
2023-06-04,22,OTA0221,0.11
2023-06-04,2,OTA2202,0.00
2023-06-04,27,PAK0331,0.46
2023-06-04,35,ROT1101,62.21
2023-06-04,47,SWN2201,5.46
2023-06-04,48,TMK0331,0.84
2023-06-04,28,TNG0551,0.46
2023-06-04,6,WEL0331,0.02
2023-06-04,17,WKM2201,0.04
2023-06-04,33,HAY1101,6.60
2023-06-04,10,HLY0331,0.01
2023-06-04,27,HUI0331,0.41
2023-06-04,6,HWA0332,0.02
2023-06-04,38,HWB2201,0.98
2023-06-04,6,INV0331,0.01
2023-06-04,44,INV2202,0.98
2023-06-04,32,KAW0112,9.08
2023-06-04,43,KOE1101,10.67
2023-06-04,25,LFD1101,0.02
2023-06-04,24,MKE1101,0.02
2023-06-04,12,MPE1101,0.02
2023-06-04,20,ORO1102,0.12
2023-06-04,14,PAK0331,0.02
2023-06-04,48,STK0331,0.93
2023-06-04,2,WIL0331,0.26
2023-06-04,29,ATU1101,1.10
2023-06-04,9,BDE0111,0.01
2023-06-04,30,BPT1101,1.01
2023-06-04,48,HAY1101,2.70
2023-06-04,17,HWA1101,0.03
2023-06-04,34,KBY0662,2.42
2023-06-04,43,MGM0331,8.67
2023-06-04,37,MHO0331,8.12
2023-06-04,34,MNI0111,8.24
2023-06-04,13,MTM0331,0.02
2023-06-04,45,SFD2201,7.53
2023-06-04,12,TGA0331,0.02
2023-06-04,2,WGN0331,0.27
2023-06-04,4,WPR0331,0.01
2023-06-04,22,BPE0331,0.10
2023-06-04,46,FHL0331,4.03
2023-06-04,44,HAY2201,8.40
2023-06-04,6,HTI0331,0.02
2023-06-04,35,HWA0331,55.64
2023-06-04,23,HWB0331,0.04
2023-06-04,11,JRD1101,0.01
2023-06-04,12,KIK0111,0.01
2023-06-04,38,KIN0331,9.12
2023-06-04,47,MDN2201,5.54
2023-06-04,15,MGM0331,0.02
2023-06-04,6,TKA0331,0.01
2023-06-04,6,TNG0551,0.02
2023-06-04,26,TNG0551,0.02
2023-06-04,30,WIR0331,4.88
2023-06-04,23,WTK0111,0.04
2023-06-04,25,ABY0111,0.02
2023-06-04,35,BDE0111,1.32
2023-06-04,2,GYT0331,0.27
2023-06-04,45,HAY1101,7.16
2023-06-04,27,HIN0331,0.45
2023-06-04,19,HWA1101,0.12
2023-06-04,29,KAW1101,1.68
2023-06-04,34,KMO0331,8.60
2023-06-04,35,KPU0661,69.80
2023-06-04,7,OHB2201,0.01
2023-06-04,35,PEN0221,67.31
2023-06-04,12,TKR0331,0.01
2023-06-04,20,TNG0551,0.12
2023-06-04,37,TNG0551,8.15
2023-06-04,45,WIL0331,7.18
2023-06-04,19,BAL0331,0.10
2023-06-04,2,BEN2201,0.01
2023-06-04,4,BRB0331,0.24
2023-06-04,6,CPK0331,0.02
2023-06-04,26,CUL0331,0.02
2023-06-04,32,DVK0111,8.51
2023-06-04,35,GFD0331,54.40
2023-06-04,32,HEN2201,9.90
2023-06-04,37,HEN2201,9.51
2023-06-04,1,LFD1101,0.67
2023-06-04,7,LFD1101,0.02
2023-06-04,16,MDN1101,0.11
2023-06-04,17,ROX2201,0.03
2023-06-04,30,RPO2201,4.28
2023-06-04,7,TMI0331,0.02
2023-06-04,29,ALB0331,1.82
2023-06-04,21,BRK0331,0.11
2023-06-04,15,CPK0331,0.02
2023-06-04,19,KBY0662,0.11
2023-06-04,43,MAN2201,0.93
2023-06-04,10,NAP2201,0.01
2023-06-04,43,PAK0331,9.87
2023-06-04,46,PAO1101,4.45
2023-06-04,21,RDF2201,0.12
2023-06-04,1,WTK2201,0.43
2023-06-04,22,HAY0331,0.10
2023-06-04,38,HAY2201,8.02
2023-06-04,33,HIN0331,7.87
2023-06-04,27,HOR0331,0.37
2023-06-04,44,HTI1101,9.46
2023-06-04,17,KBY0661,0.03
2023-06-04,3,KIK2201,0.01
2023-06-04,27,LTN0331,0.39
2023-06-04,27,ONG0331,0.44
2023-06-04,16,RDF0331,0.10
2023-06-04,34,SBK0661,2.56
2023-06-04,47,SFD0331,4.96
2023-06-04,27,ATI2201,0.43
2023-06-04,6,HEN2201,0.02
2023-06-04,21,HWA0332,0.11
2023-06-04,10,INV2202,0.01
2023-06-04,6,KOE1101,0.02
2023-06-04,16,KPA1101,0.10
2023-06-04,35,MNG1101,67.03
2023-06-04,48,MTM0331,2.91
2023-06-04,25,NMA0331,0.02
2023-06-04,25,PEN0331,0.02
2023-06-04,9,PRM0331,0.01
2023-06-04,42,RDF0331,8.75
2023-06-04,14,SFD2201,0.02
2023-06-04,42,STU0111,1.04
2023-06-04,33,WDV0111,6.90
2023-06-04,19,WIL0331,0.12
2023-06-04,47,BRY0661,1.06
2023-06-04,40,CPK0331,3.05
2023-06-04,29,CYD0331,0.94
2023-06-04,10,MST0331,0.01
2023-06-04,48,NAP2202,2.81
2023-06-04,48,RDF0331,2.85
2023-06-04,20,ROT0111,0.13
2023-06-04,28,RPO2201,0.47
2023-06-04,40,STK0661,1.14
2023-06-04,22,STU0111,0.09
2023-06-04,43,TNG0551,8.72
2023-06-04,10,TUI1101,0.01
2023-06-04,44,ASB0661,1.04
2023-06-04,30,BRK0331,4.04
2023-06-04,10,GLN0331,0.01
2023-06-04,45,HAM0331,8.13
2023-06-04,47,HEP0331,5.53
2023-06-04,23,HWB1101,0.04
2023-06-04,5,LTN2201,0.11
2023-06-04,34,LTN2201,7.79
2023-06-04,48,MCH0111,0.92
2023-06-04,24,MLG0331,0.02
2023-06-04,41,MNG0331,8.20
2023-06-04,29,MTO0331,1.92
2023-06-04,45,NSY0331,1.01
2023-06-04,16,OHK2201,0.10
2023-06-04,41,OHK2201,7.51
2023-06-04,35,ONG0331,61.53
2023-06-04,41,OTA0221,8.18
2023-06-04,27,OTI0111,0.37
2023-06-04,7,ROT0331,0.02
2023-06-04,2,SFD0331,0.27
2023-06-04,26,STK0661,0.02
2023-06-04,8,TMK0331,0.01
2023-06-04,13,WRD0331,0.02
2023-06-04,46,CYD0331,0.98
2023-06-04,16,CYD2201,0.09
2023-06-04,9,DOB0331,0.01
2023-06-04,37,HAY0331,7.64
2023-06-04,27,KPU0661,0.47
2023-06-04,9,KUM0661,0.01
2023-06-04,47,MDN1101,5.54
2023-06-04,4,OAM0331,0.01
2023-06-04,29,OAM0331,1.01
2023-06-04,36,OHC2201,2.32
2023-06-04,3,OTA2202,0.00
2023-06-04,10,TRK0111,0.01
2023-06-04,45,TRK0111,7.74
2023-06-04,48,TWH0331,2.98
2023-06-04,47,WAI0111,5.11
2023-06-04,14,WAI0501,0.02
2023-06-04,14,WKM2201,0.02
2023-06-04,24,ARI1101,0.02
2023-06-04,48,CPK0111,2.74
2023-06-04,3,CST0331,0.44
2023-06-04,37,GLN0331,9.46
2023-06-04,47,GOR0331,0.98
2023-06-04,24,HOR0331,0.02
2023-06-04,15,JRD1101,0.02
2023-06-04,48,KIN0331,2.84
2023-06-04,35,NAP2201,60.91
2023-06-04,3,NPK0331,0.44
2023-06-04,13,OKN0111,0.02
2023-06-04,13,TKB2201,0.01
2023-06-04,35,TKB2201,1.35
2023-06-04,41,TMN0551,7.45
2023-06-04,41,TNG0551,7.23
2023-06-04,46,WHU0331,4.48
2023-06-04,27,WRD0331,0.46
2023-06-04,8,BPE0331,0.01
2023-06-04,25,BPE2201,0.02
2023-06-04,20,GYT0331,0.12
2023-06-04,33,HAM0551,7.81
2023-06-04,41,ISL2201,1.07
2023-06-04,10,KPA1101,0.01
2023-06-04,30,KPU0661,4.93
2023-06-04,29,MHO0331,1.51
2023-06-04,25,MTN0331,0.02
2023-06-04,1,STK0661,0.47
2023-06-04,21,WAI0501,0.12
2023-06-04,1,WDV1101,0.65
2023-06-04,16,WEL0331,0.12
2023-06-04,34,WIR0331,9.17
2023-06-04,47,WWD1102,4.83
2023-06-04,7,GYM0661,0.01
2023-06-04,25,HTI1101,0.02
2023-06-04,12,KAI0111,0.01
2023-06-04,3,KBY0662,0.01
2023-06-04,45,KWA0111,7.20
2023-06-04,8,LTN2201,0.01
2023-06-04,48,MTR0331,2.78
2023-06-04,14,NMA0331,0.01
2023-06-04,48,TNG0551,2.75
2023-06-04,26,TRK0111,0.02
2023-06-04,20,WAI0501,0.13
2023-06-04,38,WRD0331,10.02
2023-06-04,18,HAM0551,0.12
2023-06-04,2,HIN0331,0.29
2023-06-04,21,HKK0661,0.11
2023-06-04,29,ISL0661,1.04
2023-06-04,34,KIN0111,8.40
2023-06-04,12,MAN2201,0.01
2023-06-04,3,MGM0331,0.43
2023-06-04,34,OKN0111,8.35
2023-06-04,13,ORO1102,0.01
2023-06-04,36,ROT0331,10.64
2023-06-04,42,SFD2201,8.25
2023-06-04,28,TKU2201,0.47
2023-06-04,48,WKO0331,3.07
2023-06-04,11,WRK0331,0.01
2023-06-04,17,WRK0331,0.04
2023-06-04,24,APS0111,0.02
2023-06-04,31,BRY0661,1.07
2023-06-04,38,ISL2201,1.08
2023-06-04,23,KAW1101,0.04
2023-06-04,40,KBY0661,1.06
2023-06-04,6,KIN0331,0.02
2023-06-04,34,MDN1101,9.43
2023-06-04,28,MNG1101,0.53
2023-06-04,18,OAM0331,0.09
2023-06-04,45,ONG0331,7.89
2023-06-04,6,OWH0111,0.02
2023-06-04,48,PRM0331,2.72
2023-06-04,36,RPO2201,9.95
2023-06-04,15,TKB2201,0.01
2023-06-04,33,TMU0111,7.88
2023-06-04,43,TMU0111,9.51
2023-06-04,16,TWH0331,0.10
2023-06-04,4,WGN0331,0.22
2023-06-04,6,WTU0331,0.02
2023-06-04,16,BWK1101,0.08
2023-06-04,31,COL0111,1.00
2023-06-04,21,GYM0661,0.11
2023-06-04,19,HAM0111,0.14
2023-06-04,17,HEN0331,0.04
2023-06-04,19,KPA1101,0.12
2023-06-04,10,SFD0331,0.01
2023-06-04,38,WIR0331,9.95
2023-06-04,29,APS0111,1.02
2023-06-04,47,BLN0331,1.13
2023-06-04,8,DOB0661,0.01
2023-06-04,44,GYM0661,1.08
2023-06-04,38,HEN2201,9.97
2023-06-04,12,KAW0111,0.02
2023-06-04,39,KOE1101,5.82
2023-06-04,25,NAP2202,0.02
2023-06-04,10,OKI2201,0.01
2023-06-04,20,ONG0331,0.13
2023-06-04,7,RDF0331,0.02
2023-06-04,19,RDF2201,0.13
2023-06-04,14,TGA0331,0.02
2023-06-04,4,TNG0111,0.22
2023-06-04,29,WIR0331,1.81
2023-06-04,33,WKM2201,7.47
2023-06-04,29,WTK0331,0.96
2023-06-04,40,HEN0331,3.74
2023-06-04,13,HOB1101,0.02
2023-06-04,33,KIN0331,7.45
2023-06-04,40,MTO0331,4.07
2023-06-04,33,OAM0331,1.05
2023-06-04,1,OKN0111,0.66
2023-06-04,9,ORO1101,0.01
2023-06-04,2,PPI2201,0.28
2023-06-04,17,RFN1102,0.03
2023-06-04,34,TKU0331,8.21
2023-06-04,27,WHU0331,0.46
2023-06-04,44,WVY0111,8.67
2023-06-04,9,ARG1101,0.01
2023-06-04,28,AVI2201,0.41
2023-06-04,22,BPE0551,0.10
2023-06-04,44,BRK0331,8.72
2023-06-04,30,CYD0331,0.97
2023-06-04,1,FKN0331,0.43
2023-06-04,10,HAM0331,0.01
2023-06-04,24,HEP0331,0.03
2023-06-04,25,JRD1101,0.02
2023-06-04,25,MTR0331,0.02
2023-06-04,46,OKI2201,4.12
2023-06-04,12,SDN0331,0.01
2023-06-04,15,SDN0331,0.01
2023-06-04,33,TWI2201,0.97
2023-06-04,5,WGN0331,0.11
2023-06-04,13,WKM2201,0.02
2023-06-04,16,WRK0331,0.10
2023-06-04,1,WVY1101,0.65
2023-06-04,38,ASY0111,1.13
2023-06-04,16,BPT1101,0.09
2023-06-04,48,HTI1101,2.95
2023-06-04,33,KIK2201,1.12
2023-06-04,26,KIN0112,0.02
2023-06-04,38,KPU0661,10.34
2023-06-04,4,MHO0331,0.22
2023-06-04,19,MTM0331,0.13
2023-06-04,19,TGA0331,0.13
2023-06-04,21,TNG0551,0.11
2023-06-04,9,TWH0331,0.01
2023-06-04,10,WEL0331,0.01
2023-06-04,29,WIL0331,1.43
2023-06-04,11,WPR0661,0.01
2023-06-04,29,WRK0331,1.66
2023-06-04,35,WRK0331,61.19
2023-06-04,15,ARG1101,0.01
2023-06-04,30,BDE0111,0.97
2023-06-04,43,BPE0551,8.55
2023-06-04,27,BPE2201,0.39
2023-06-04,43,GYM0661,1.10
2023-06-04,29,HAY0111,1.43
2023-06-04,6,KIK0111,0.01
2023-06-04,9,KIK2201,0.01
2023-06-04,33,MLG0111,6.66
2023-06-04,17,OHA2201,0.03
2023-06-04,26,OHK2201,0.02
2023-06-04,11,OTI0111,0.01
2023-06-04,48,RDF2201,2.84
2023-06-04,42,ROS0221,9.36
2023-06-04,9,ROT0331,0.01
2023-06-04,23,RPO2201,0.04
2023-06-04,2,TIM0111,0.01
2023-06-04,26,WGN0331,0.02
2023-06-04,39,WTK0111,0.99
2023-06-04,25,BLN0331,0.02
2023-06-04,11,CPK0331,0.01
2023-06-04,32,EDN0331,0.98
2023-06-04,23,HTI1101,0.04
2023-06-04,13,INV2201,0.01
2023-06-04,17,KIN0112,0.04
2023-06-04,5,MGM0331,0.11
2023-06-04,25,MST0331,0.02
2023-06-04,1,OAM0331,0.44
2023-06-04,25,ORO1101,0.02
2023-06-04,15,OTA2201,0.02
2023-06-04,3,ROS0221,0.47
2023-06-04,36,THI2201,10.35
2023-06-04,7,WTK0331,0.01
2023-06-04,27,WTU0331,0.43
2023-06-04,9,HWA1102,0.01
2023-06-04,21,HWA1102,0.11
2023-06-04,15,ISL0661,0.01
2023-06-04,12,KMO0331,0.02
2023-06-04,1,MTN0331,0.65
2023-06-04,45,MTN0331,7.39
2023-06-04,34,PEN1101,9.17
2023-06-04,21,SBK0661,0.11
2023-06-04,42,TMI0331,8.81
2023-06-04,23,WEL0331,0.05
2023-06-04,19,ARA2201,0.13
2023-06-04,37,BOB0331,9.51
2023-06-04,5,CYD0331,0.01
2023-06-04,38,FKN0331,1.02
2023-06-04,21,HAY2201,0.11
2023-06-04,17,HUI0331,0.03
2023-06-04,34,KBY0661,2.42
2023-06-04,19,KUM0661,0.11
2023-06-04,14,KWA0111,0.02
2023-06-04,20,MDN2201,0.14
2023-06-04,7,TKR0331,0.02
2023-06-04,47,TMU1101,5.31
2023-06-04,2,TWI2201,0.01
2023-06-04,13,WTU0331,0.02
2023-06-04,26,CUL0661,0.02
2023-06-04,39,HEN2201,5.39
2023-06-04,12,HOR0661,0.01
2023-06-04,16,HOR0661,0.09
2023-06-04,3,INV0331,0.01
2023-06-04,37,MAN2201,0.94
2023-06-04,14,NAP2202,0.02
2023-06-04,38,PNI0331,8.08
2023-06-04,12,RPO2201,0.01
2023-06-04,33,TGA0331,7.65
2023-06-04,6,TMN0551,0.02
2023-06-04,7,TMN0551,0.02
2023-06-04,4,WDV0111,0.22
2023-06-04,30,WIL0331,3.85
2023-06-04,39,WPR0661,1.09
2023-06-04,15,HAM0331,0.02
2023-06-04,22,KBY0661,0.10
2023-06-04,11,MCH0111,0.01
2023-06-04,43,NMA0331,0.97
2023-06-04,11,OPK0331,0.01
2023-06-04,30,OPK0331,4.14
2023-06-04,36,OPK0331,9.61
2023-06-04,32,SDN0331,0.98
2023-06-04,39,WPA2201,4.93
2023-06-04,6,ARA2201,0.02
2023-06-04,41,BDE0111,0.98
2023-06-04,16,BEN2202,0.09
2023-06-04,27,BPT1101,0.36
2023-06-04,36,BRK0331,9.57
2023-06-04,2,CUL0331,0.01
2023-06-04,44,CYD2201,0.97
2023-06-04,46,DVK0111,4.01
2023-06-04,41,INV2201,0.96
2023-06-04,13,KBY0662,0.01
2023-06-04,26,KPA1101,0.02
2023-06-04,29,KUM0661,1.05
2023-06-04,43,LTN2201,8.50
2023-06-04,45,MAN2201,0.94
2023-06-04,45,NAP2201,7.62
2023-06-04,22,PRM0331,0.10
2023-06-04,8,SFD0331,0.01
2023-06-04,47,WDV1101,4.92
2023-06-04,36,WHI2201,10.58
2023-06-04,45,WHI2201,7.68
2023-06-04,5,WRD0331,0.12
2023-06-04,10,WRD0331,0.01
2023-06-04,32,DOB0661,1.13
2023-06-04,21,GLN0331,0.13
2023-06-04,19,KIN0113,0.13
2023-06-04,1,MHO0331,0.66
2023-06-04,20,MTN0331,0.12
2023-06-04,47,OTA0221,5.47
2023-06-04,26,OTA2202,0.00
2023-06-04,21,PAO1101,0.13
2023-06-04,39,PPI2201,4.90
2023-06-04,24,TMN0551,0.02
2023-06-04,16,ATI2201,0.10
2023-06-04,40,AVI2201,0.99
2023-06-04,32,CLH0111,1.02
2023-06-04,34,CML0331,2.20
2023-06-04,19,DOB0331,0.11
2023-06-04,25,DVK0111,0.02
2023-06-04,24,HAY1101,0.02
2023-06-04,7,HWA0332,0.02
2023-06-04,21,ISL0661,0.11
2023-06-04,29,LFD1101,1.71
2023-06-04,2,MDN1101,0.30
2023-06-04,2,MKE1101,0.27
2023-06-04,47,PEN0331,5.48
2023-06-04,11,RFN1101,0.01
2023-06-04,35,TRK2201,62.11
2023-06-04,11,TWC2201,0.01
2023-06-04,26,WRK2201,0.02
2023-06-04,22,WTK0111,0.09
2023-06-04,30,ASY0111,1.12
2023-06-04,34,BEN2201,2.27
2023-06-04,6,HAM2201,0.02
2023-06-04,14,HEN2201,0.02
2023-06-04,9,HIN0331,0.01
2023-06-04,28,HLY2201,0.52
2023-06-04,38,JRD1101,8.17
2023-06-04,41,KPU0661,8.32
2023-06-04,42,MDN1101,9.54
2023-06-04,36,MNG1101,11.52
2023-06-04,21,MTO0331,0.14
2023-06-04,38,NPK0331,8.93
2023-06-04,32,NSY0331,0.99
2023-06-04,31,OHC2201,1.00
2023-06-04,25,PRM0331,0.02
2023-06-04,11,RDF2201,0.01
2023-06-04,45,TKA0111,0.96
2023-06-04,42,CUL0661,1.10
2023-06-04,4,EDN0331,0.01
2023-06-04,3,HAM0551,0.46
2023-06-04,5,HAY1101,0.11
2023-06-04,36,HLY0331,11.33
2023-06-04,11,KAI0111,0.01
2023-06-04,43,KIN0113,9.01
2023-06-04,32,KPO1101,9.57
2023-06-04,39,LFD1101,4.92
2023-06-04,35,LFD1102,61.71
2023-06-04,22,LTN2201,0.10
2023-06-04,35,MCH0111,1.54
2023-06-04,10,RFN1101,0.01
2023-06-04,22,RFN1102,0.10
2023-06-04,29,ROT0111,1.72
2023-06-04,46,STK0661,1.11
2023-06-04,25,SVL0331,0.03
2023-06-04,43,TKA0111,0.96
2023-06-04,48,WAI0501,2.87
2023-06-04,18,WTK0331,0.09
2023-06-04,29,ABY0111,0.96
2023-06-04,41,ABY0111,0.99
2023-06-04,30,HWB1101,0.97
2023-06-04,18,KAI0111,0.10
2023-06-04,28,KAW0112,0.49
2023-06-04,23,KPU0661,0.05
2023-06-04,23,NAP2202,0.04
2023-06-04,30,OKI2201,4.46
2023-06-04,3,OKN0111,0.44
2023-06-04,10,TNG0111,0.01
2023-06-04,22,TNG0111,0.10
2023-06-04,8,ATI2201,0.01
2023-06-04,3,BPD1101,0.01
2023-06-04,37,CBG0111,9.25
2023-06-04,14,COL0111,0.01
2023-06-04,14,CPK0111,0.02
2023-06-04,48,CUL0661,0.89
2023-06-04,9,HKK0661,0.01
2023-06-04,29,HKK0661,1.04
2023-06-04,3,HWA1101,0.43
2023-06-04,19,KOE1101,0.15
2023-06-04,5,KUM0661,0.01
2023-06-04,26,LFD1101,0.02
2023-06-04,46,MNG1101,4.50
2023-06-04,16,MTI2201,0.10
2023-06-04,9,OHK2201,0.01
2023-06-04,15,OPK0331,0.02
2023-06-04,23,THI2201,0.04
2023-06-04,38,TMU1101,9.62
2023-06-04,17,TWI2201,0.03
2023-06-04,34,ASB0661,2.37
2023-06-04,21,BPE2201,0.11
2023-06-04,32,BPT1101,1.02
2023-06-04,22,HWB0331,0.09
2023-06-04,8,KBY0662,0.01
2023-06-04,8,NMA0331,0.01
2023-06-04,26,OKI2201,0.02
2023-06-04,13,OWH0111,0.02
2023-06-04,38,ROS0221,10.05
2023-06-04,8,SBK0661,0.01
2023-06-04,5,STK0331,0.01
2023-06-04,22,TKU2201,0.10
2023-06-04,28,WPW0331,0.47
2023-06-04,27,WRK0331,0.43
2023-06-04,17,WTU0331,0.04
2023-06-04,19,ARI1101,0.12
2023-06-04,34,BDE0111,2.21
2023-06-04,17,FKN0331,0.03
2023-06-04,1,GLN0332,0.71
2023-06-04,34,HEP0331,9.25
2023-06-04,13,HIN0331,0.02
2023-06-04,7,HTI1101,0.02
2023-06-04,18,NSY0331,0.09
2023-06-04,33,OHB2201,1.00
2023-06-04,5,ONG0331,0.12
2023-06-04,48,PNI0331,2.72
2023-06-04,30,RDF0331,4.53
2023-06-04,12,ROX1101,0.01
2023-06-04,23,SBK0661,0.04
2023-06-04,42,TKU2201,8.27
2023-06-04,45,TKU2201,7.47
2023-06-04,18,TMU1101,0.13
2023-06-04,17,TRK0111,0.04
