TradingDate,TradingPeriod,PointOfConnection,DollarsPerMegawattHour
2023-06-07,29,MTN0331,0.24
2023-06-07,20,OHA2201,39.56
2023-06-07,39,OWH0111,13.29
2023-06-07,14,PAK0331,14.70
2023-06-07,37,PPI2201,94.26
2023-06-07,26,RFN1101,0.12
2023-06-07,15,ROS1101,17.91
2023-06-07,34,ROT0111,3.19
2023-06-07,44,ROT0111,9.93
2023-06-07,23,ROT1101,6.56
2023-06-07,21,STU0111,12.35
2023-06-07,32,WHI0111,0.40
2023-06-07,19,WKO0331,13.70
2023-06-07,39,WRK2201,12.65
2023-06-07,7,WTU0331,0.01
2023-06-07,25,ALB1101,1.58
2023-06-07,14,ASB0661,12.25
2023-06-07,17,BPE2201,41.27
2023-06-07,14,EDG0331,13.78
2023-06-07,37,FKN0331,81.99
2023-06-07,8,GLN0332,0.02
2023-06-07,43,GYM0661,68.98
2023-06-07,17,HAM2201,46.16
2023-06-07,44,HOB1101,10.66
2023-06-07,2,HUI0331,0.36
2023-06-07,9,INV0331,0.17
2023-06-07,35,KBY0661,4.25
2023-06-07,16,KIN0112,32.01
2023-06-07,6,KIN0331,0.02
2023-06-07,20,KIN0331,45.78
2023-06-07,35,OHC2201,3.80
2023-06-07,14,OTA2202,0.00
2023-06-07,44,PEN0331,10.69
2023-06-07,43,RFN1101,68.40
2023-06-07,48,RFN1101,1.12
2023-06-07,43,ROX2201,57.55
2023-06-07,7,STK0331,0.01
2023-06-07,48,SWN0251,4.76
2023-06-07,5,TGA0331,0.02
2023-06-07,27,TKA0331,0.10
2023-06-07,38,TKB2201,74.17
2023-06-07,12,TRK0111,0.79
2023-06-07,45,TRK2201,3.28
2023-06-07,6,WAI0111,0.02
2023-06-07,4,WIR0331,0.02
2023-06-07,20,WRK2201,44.70
2023-06-07,48,ARI1101,4.60
2023-06-07,30,CLH0111,0.11
2023-06-07,23,CUL0661,6.11
2023-06-07,17,CYD2201,35.56
2023-06-07,28,EDN0331,0.10
2023-06-07,12,FHL0331,0.72
2023-06-07,28,GLN0331,0.48
2023-06-07,39,GLN0332,13.79
2023-06-07,5,HAM0331,0.02
2023-06-07,34,HEN2201,3.37
2023-06-07,46,HKK0661,1.46
2023-06-07,45,INV2202,2.57
2023-06-07,17,KIN0111,45.05
2023-06-07,1,KUM0661,0.77
2023-06-07,41,LFD1102,185.95
2023-06-07,20,MLG0331,42.96
2023-06-07,1,OHC2201,0.69
2023-06-07,36,PEN0251,403.60
2023-06-07,38,ROS0221,95.73
2023-06-07,24,ROT0331,3.58
2023-06-07,5,ROX1101,0.01
2023-06-07,38,ROX2201,71.64
2023-06-07,1,SFD2201,0.74
2023-06-07,10,STU0111,0.51
2023-06-07,5,TGA0111,0.02
2023-06-07,22,WEL0331,9.74
2023-06-07,46,WEL0331,1.70
2023-06-07,24,WKO0331,3.94
2023-06-07,23,WVY1101,5.73
2023-06-07,24,BEN2201,2.95
2023-06-07,34,BRB0331,3.46
2023-06-07,39,GFD0331,12.00
2023-06-07,8,GLN0331,0.02
2023-06-07,19,HAM0331,12.86
2023-06-07,38,HAY0331,81.76
2023-06-07,48,HEN2201,4.77
2023-06-07,26,HWB0331,0.10
2023-06-07,11,KBY0662,0.96
2023-06-07,43,KBY0662,65.48
2023-06-07,43,KIN0113,97.16
2023-06-07,8,KIN0331,0.01
2023-06-07,33,KPU0661,2.93
2023-06-07,41,MAN2201,65.22
2023-06-07,8,MKE1101,0.01
2023-06-07,5,OHK2201,0.02
2023-06-07,9,OTA0221,0.28
2023-06-07,8,OTA2202,0.00
2023-06-07,38,PPI2201,85.84
2023-06-07,30,RPO2201,0.18
2023-06-07,15,TGA0111,16.77
2023-06-07,1,TGA0331,0.78
2023-06-07,4,WDV1101,0.01
2023-06-07,45,WGN0331,3.08
2023-06-07,43,WKO0331,102.93
2023-06-07,25,WWD1103,1.33
2023-06-07,21,ARI1101,13.52
2023-06-07,11,ASB0661,0.93
2023-06-07,10,AVI2201,0.49
2023-06-07,13,BRK0331,2.24
2023-06-07,39,BRY0661,11.92
2023-06-07,10,EDG0331,0.57
2023-06-07,13,HAY0111,2.19
2023-06-07,29,HEN0331,0.28
2023-06-07,41,HUI0331,180.49
2023-06-07,25,INV2201,1.03
2023-06-07,44,KAW1101,9.70
2023-06-07,43,KAW2201,91.10
2023-06-07,2,KIK2201,0.36
2023-06-07,31,KUM0661,0.11
2023-06-07,44,LTN2201,9.15
2023-06-07,27,RDF2201,0.48
2023-06-07,2,ROX1101,0.29
2023-06-07,20,ROX1101,33.08
2023-06-07,32,STK0661,0.17
2023-06-07,43,TGA0331,94.30
2023-06-07,30,TMN0551,0.18
2023-06-07,3,TWI2201,0.10
2023-06-07,7,TWZ0331,0.01
2023-06-07,10,WKO0331,0.60
2023-06-07,33,WRK0331,2.59
2023-06-07,34,ALB1101,3.38
2023-06-07,46,BAL0331,1.33
2023-06-07,1,BPE0331,0.72
2023-06-07,38,BPE0551,82.73
2023-06-07,41,COL0111,161.63
2023-06-07,28,HAM0551,0.47
2023-06-07,29,HLY0331,0.28
2023-06-07,4,HLY2201,0.02
2023-06-07,1,HUI0331,0.75
2023-06-07,1,HWA1102,0.72
2023-06-07,43,HWB2201,44.06
2023-06-07,22,KPO1101,8.56
2023-06-07,27,LFD1101,0.48
2023-06-07,27,LTN0331,0.44
2023-06-07,11,MPE1101,1.09
2023-06-07,11,MTN0331,0.94
2023-06-07,28,OHA2201,0.10
2023-06-07,36,OPK0331,355.67
2023-06-07,27,ORO1101,0.12
2023-06-07,48,ORO1101,1.12
2023-06-07,22,OWH0111,8.52
2023-06-07,41,PEN0251,197.36
2023-06-07,46,PNI0331,1.40
2023-06-07,45,RDF0331,3.35
2023-06-07,32,ROS1101,0.43
2023-06-07,42,ROT0331,64.07
2023-06-07,25,TKR0331,1.33
2023-06-07,38,UHT0331,82.10
2023-06-07,12,WAI0501,0.80
2023-06-07,24,WTK0331,2.93
2023-06-07,13,ABY0111,1.61
2023-06-07,39,ARA2201,12.64
2023-06-07,44,CUL0661,3.08
2023-06-07,30,DVK0111,0.17
2023-06-07,28,GYT0331,0.41
2023-06-07,43,HAM0111,96.37
2023-06-07,38,HIN0331,91.04
2023-06-07,7,HKK0661,0.01
2023-06-07,35,HLY2201,4.60
2023-06-07,15,HWB0331,10.52
2023-06-07,17,HWB1101,27.43
2023-06-07,48,INV0331,1.01
2023-06-07,14,KAW0112,13.56
2023-06-07,14,KIN0331,13.71
2023-06-07,25,MAT1101,1.42
2023-06-07,5,MGM0331,0.02
2023-06-07,1,MLG0331,0.72
2023-06-07,23,MTI2201,6.45
2023-06-07,30,MTR0331,0.18
2023-06-07,31,NSY0331,0.10
2023-06-07,34,OTA0221,3.36
2023-06-07,47,OTI0111,1.10
2023-06-07,15,RFN1101,16.16
2023-06-07,7,THI2201,0.01
2023-06-07,14,TNG0111,13.16
2023-06-07,30,TWI2201,0.10
2023-06-07,47,WRK0331,1.13
2023-06-07,4,WTU0331,0.01
2023-06-07,10,WWD1103,0.51
2023-06-07,5,ALB0331,0.03
2023-06-07,15,ASB0661,14.79
2023-06-07,18,BPD1101,25.62
2023-06-07,46,BPD1101,1.34
2023-06-07,43,BRK0331,87.21
2023-06-07,23,CPK0331,5.98
2023-06-07,30,DOB0331,0.12
2023-06-07,44,ISL0331,3.01
2023-06-07,5,KOE1101,0.03
2023-06-07,4,MCH0111,0.01
2023-06-07,25,MNG1101,1.57
2023-06-07,47,OHB2201,1.00
2023-06-07,24,OHC2201,2.94
2023-06-07,43,PAO1101,100.57
2023-06-07,31,PEN0331,0.36
2023-06-07,34,STU0111,2.79
2023-06-07,27,TGA0111,0.48
2023-06-07,30,TGA0111,0.18
2023-06-07,21,TWZ0331,11.87
2023-06-07,13,WAI0111,2.36
2023-06-07,36,WIL0331,349.74
2023-06-07,2,WKM2201,0.38
2023-06-07,37,WKM2201,95.09
2023-06-07,39,WTK0331,10.79
2023-06-07,32,ALB0331,0.43
2023-06-07,16,ARI1102,31.14
2023-06-07,23,ASY0111,6.20
2023-06-07,34,ASY0111,3.05
2023-06-07,1,BDE0111,0.56
2023-06-07,12,COL0661,0.76
2023-06-07,43,CPK0331,83.40
2023-06-07,45,HAM2201,3.43
2023-06-07,40,HKK0661,90.30
2023-06-07,10,HWB2201,0.49
2023-06-07,19,MGM0331,11.60
2023-06-07,18,MST0331,28.31
2023-06-07,27,MTI2201,0.47
2023-06-07,24,MTM0331,3.61
2023-06-07,9,MTO0331,0.29
2023-06-07,38,NSY0331,73.39
2023-06-07,4,RDF0331,0.01
2023-06-07,8,RFN1101,0.01
2023-06-07,21,SWN0251,14.80
2023-06-07,5,THI2201,0.02
2023-06-07,42,TMN0551,62.81
2023-06-07,17,TNG0111,42.58
2023-06-07,46,TUI1101,1.34
2023-06-07,34,TWI2201,2.71
2023-06-07,12,WTK0331,0.70
2023-06-07,27,WVY0111,0.43
2023-06-07,45,ABY0111,2.60
2023-06-07,17,APS0111,41.45
2023-06-07,25,ASY0111,1.19
2023-06-07,44,CYD2201,2.69
2023-06-07,21,EDN0331,12.10
2023-06-07,17,GLN0332,47.78
2023-06-07,24,KIN0111,3.65
2023-06-07,47,KMO0331,1.16
2023-06-07,26,KPU0661,1.65
2023-06-07,36,MHO0331,354.98
2023-06-07,20,MNG1101,48.49
2023-06-07,26,MTN0331,1.35
2023-06-07,21,OHK2201,13.69
2023-06-07,46,PPI2201,1.46
2023-06-07,43,ROS0221,101.03
2023-06-07,43,STK0661,68.50
2023-06-07,32,STU0111,0.15
2023-06-07,28,TIM0111,0.10
2023-06-07,48,TKU2201,4.34
2023-06-07,37,TMK0331,85.00
2023-06-07,9,UHT0331,0.25
2023-06-07,9,WAI0111,0.28
2023-06-07,32,WWD1102,0.35
2023-06-07,23,ARG1101,6.29
2023-06-07,30,CBG0111,0.19
2023-06-07,17,CML0331,35.83
2023-06-07,32,CML0331,0.14
2023-06-07,45,FHL0331,3.08
2023-06-07,15,GYT0331,15.20
2023-06-07,42,HAM0331,65.93
2023-06-07,38,HAY1101,81.59
2023-06-07,7,HEN0331,0.02
2023-06-07,8,HOB1101,0.02
2023-06-07,29,HWA0331,0.24
2023-06-07,23,INV2202,10.82
2023-06-07,14,ISL0661,12.72
2023-06-07,13,KAW1101,2.32
2023-06-07,40,KIN0331,97.44
2023-06-07,27,KWA0111,0.43
2023-06-07,42,LTN2201,58.12
2023-06-07,27,MLG0111,0.43
2023-06-07,24,OTA2201,3.79
2023-06-07,15,PAO1101,17.84
2023-06-07,12,PEN0221,0.84
2023-06-07,41,PNI0331,167.91
2023-06-07,11,RDF2201,1.00
2023-06-07,1,RFN1101,0.76
2023-06-07,29,ROT0331,0.27
2023-06-07,36,SFD2201,354.02
2023-06-07,23,STU0111,5.67
2023-06-07,31,TKU2201,0.33
2023-06-07,38,TUI1101,82.17
2023-06-07,43,WKM2201,91.91
2023-06-07,15,APS0111,15.68
2023-06-07,40,ASY0111,90.83
2023-06-07,2,BPE2201,0.35
2023-06-07,16,BRK0331,29.65
2023-06-07,33,CBG0111,2.72
2023-06-07,45,COL0661,2.84
2023-06-07,5,FKN0331,0.01
2023-06-07,29,GYT0331,0.24
2023-06-07,48,HAM0331,4.65
2023-06-07,28,HAY0111,0.40
2023-06-07,18,HLY2201,31.07
2023-06-07,42,HTI1101,64.02
2023-06-07,6,HWB1101,0.01
2023-06-07,10,KPA1101,0.54
2023-06-07,37,LTN2201,89.86
2023-06-07,35,MCH0111,4.40
2023-06-07,18,MGM0331,28.05
2023-06-07,2,MNG0331,0.40
2023-06-07,17,MTI2201,44.17
2023-06-07,24,NPK0331,3.52
2023-06-07,13,OKI2201,2.32
2023-06-07,46,ONG0331,1.52
2023-06-07,37,ORO1101,93.59
2023-06-07,24,OTA0221,3.80
2023-06-07,28,PEN1101,0.48
2023-06-07,39,PRM0331,12.01
2023-06-07,20,ROS1101,49.35
2023-06-07,17,ROT0331,45.53
2023-06-07,23,RPO2201,6.22
2023-06-07,18,SBK0661,28.34
2023-06-07,25,SWN2201,1.57
2023-06-07,42,TKA0111,41.75
2023-06-07,17,TMN0551,44.27
2023-06-07,40,TUI1101,87.71
2023-06-07,16,TWH0331,32.92
2023-06-07,8,WDV1101,0.01
2023-06-07,19,WIL0331,11.32
2023-06-07,5,WRK0331,0.02
2023-06-07,12,WTK2201,0.71
2023-06-07,19,WTK2201,10.29
2023-06-07,43,WTK2201,59.39
2023-06-07,48,WVY0111,4.10
2023-06-07,36,CPK0331,353.39
2023-06-07,17,GOR0331,18.95
2023-06-07,4,GYT0331,0.01
2023-06-07,15,HAM0551,17.04
2023-06-07,27,HAY2201,0.43
2023-06-07,45,HOR0331,2.87
2023-06-07,33,HTI0331,2.70
2023-06-07,42,HTI0331,64.25
2023-06-07,36,HTI1101,379.91
2023-06-07,32,HWA1102,0.37
2023-06-07,48,KAW0112,4.37
2023-06-07,2,KIN0113,0.38
2023-06-07,13,LTN2201,2.18
2023-06-07,16,MDN1101,35.32
2023-06-07,32,MNG0331,0.43
2023-06-07,10,NAP2202,0.56
2023-06-07,25,OTA2201,1.56
2023-06-07,48,STK0331,1.13
2023-06-07,1,STK2201,0.76
2023-06-07,38,TIM0111,77.05
2023-06-07,2,TKU0331,0.37
2023-06-07,11,TMU1101,1.04
2023-06-07,29,WAI0501,0.26
2023-06-07,44,WGN0331,9.25
2023-06-07,2,WPR0331,0.36
2023-06-07,6,WTK0331,0.01
2023-06-07,1,WVY0111,0.68
2023-06-07,48,ARA2201,4.38
2023-06-07,43,ARI1102,94.11
2023-06-07,16,ATU1101,30.31
2023-06-07,19,AVI2201,10.27
2023-06-07,20,BOB0331,48.56
2023-06-07,4,CLH0111,0.01
2023-06-07,1,CYD0331,0.69
2023-06-07,41,CYD2201,141.94
2023-06-07,47,GYM0661,1.14
2023-06-07,31,HAM0551,0.35
2023-06-07,43,KIK2201,67.60
2023-06-07,30,KOE1101,0.21
2023-06-07,15,KPU0661,18.35
2023-06-07,17,MNG1101,48.02
2023-06-07,17,OHA2201,36.60
2023-06-07,45,OHB2201,2.60
2023-06-07,5,OWH0111,0.02
2023-06-07,39,PAO1101,13.96
2023-06-07,37,RDF2201,96.73
2023-06-07,7,RFN1101,0.01
2023-06-07,27,SVL0331,0.51
2023-06-07,21,SWN2201,14.79
2023-06-07,31,TGA0111,0.34
2023-06-07,33,TUI1101,2.52
2023-06-07,32,WIR0331,0.43
2023-06-07,16,WPA2201,31.36
2023-06-07,28,WPR0331,0.11
2023-06-07,27,WRK2201,0.47
2023-06-07,35,WTK2201,3.80
2023-06-07,29,WWD1102,0.24
2023-06-07,22,BWK1101,4.99
2023-06-07,24,BWK1101,2.58
2023-06-07,8,FHL0331,0.01
2023-06-07,43,FHL0331,88.27
2023-06-07,42,HIN0331,65.95
2023-06-07,13,HLY2201,2.48
2023-06-07,32,HOB1101,0.43
2023-06-07,15,HWA1101,15.06
2023-06-07,32,HWB0331,0.14
2023-06-07,31,INV2202,0.10
2023-06-07,39,KBY0662,12.12
2023-06-07,6,KIK2201,0.01
2023-06-07,41,MCH0111,168.07
2023-06-07,44,MHO0331,9.27
2023-06-07,23,MLG0331,5.98
2023-06-07,30,MTN0331,0.17
2023-06-07,23,NSY0331,5.44
2023-06-07,37,OHC2201,80.42
2023-06-07,35,OHK2201,4.36
2023-06-07,31,OTI0111,0.11
2023-06-07,13,PNI0331,2.19
2023-06-07,18,PRM0331,27.26
2023-06-07,3,ROT0331,0.06
2023-06-07,48,TKR0331,4.19
2023-06-07,48,TKU0331,4.35
2023-06-07,22,TKU2201,8.01
2023-06-07,28,WHU0331,0.49
2023-06-07,22,WIR0331,9.01
2023-06-07,6,WVY0111,0.01
2023-06-07,1,WWD1102,0.71
2023-06-07,21,ALB0331,14.95
2023-06-07,28,ALB0331,0.48
2023-06-07,9,ALB1101,0.28
2023-06-07,5,AVI2201,0.01
2023-06-07,14,BWK1101,8.00
2023-06-07,23,CYD0331,5.31
2023-06-07,21,FHL0331,13.61
2023-06-07,31,HAM0331,0.35
2023-06-07,9,HAM0551,0.28
2023-06-07,17,HEP0331,48.82
2023-06-07,36,HOB1101,403.84
2023-06-07,9,HTI0331,0.28
2023-06-07,44,HTI0331,10.37
2023-06-07,44,HWA0331,9.32
2023-06-07,12,KWA0111,0.73
2023-06-07,40,KWA0111,88.56
2023-06-07,17,MCH0111,42.30
2023-06-07,26,MLG0331,1.34
2023-06-07,28,OTI0111,0.11
2023-06-07,26,PRM0331,1.33
2023-06-07,19,SDN0331,7.68
2023-06-07,6,TKU2201,0.02
2023-06-07,27,TMK0331,0.11
2023-06-07,47,TNG0111,1.12
2023-06-07,36,TNG0551,357.91
2023-06-07,7,TWC2201,0.01
2023-06-07,21,WDV0111,13.02
2023-06-07,26,WKM2201,1.47
2023-06-07,47,BAL0331,1.02
2023-06-07,11,CBG0111,1.04
2023-06-07,24,CPK0331,3.25
2023-06-07,37,DVK0111,93.04
2023-06-07,37,EDG0331,96.19
2023-06-07,1,FKN0331,0.71
2023-06-07,1,GFD0331,0.72
2023-06-07,9,GOR0331,0.17
2023-06-07,7,GYM0661,0.01
2023-06-07,35,GYM0661,4.48
2023-06-07,12,ISL0661,0.76
2023-06-07,13,KBY0662,1.78
2023-06-07,16,MPE1101,35.96
2023-06-07,20,ORO1101,46.09
2023-06-07,37,OTA2201,102.58
2023-06-07,41,OWH0111,189.62
2023-06-07,29,PEN0221,0.28
2023-06-07,31,RDF2201,0.34
2023-06-07,35,ROS0221,4.83
2023-06-07,16,TAK0331,34.11
2023-06-07,10,TKB2201,0.50
2023-06-07,8,TNG0551,0.01
2023-06-07,16,TWZ0331,25.87
2023-06-07,22,TWZ0331,7.16
2023-06-07,28,TWZ0331,0.10
2023-06-07,24,ALB1101,3.82
2023-06-07,36,BAL0331,200.17
2023-06-07,34,BOB1101,3.36
2023-06-07,3,BPE0331,0.05
2023-06-07,40,DVK0111,91.65
2023-06-07,24,HAM2201,3.69
2023-06-07,32,HAY0111,0.35
2023-06-07,37,HAY2201,88.95
2023-06-07,47,HWA1102,1.10
2023-06-07,31,HWB2201,0.10
2023-06-07,11,KAW0111,1.00
2023-06-07,22,KAW2201,8.23
2023-06-07,27,KIN0111,0.49
2023-06-07,41,KPA1101,177.85
2023-06-07,26,LFD1101,1.48
2023-06-07,1,NPK0331,0.77
2023-06-07,18,OTA0221,31.95
2023-06-07,47,OTA2201,1.22
2023-06-07,42,RFN1101,50.26
2023-06-07,1,ROS0221,0.82
2023-06-07,29,ROT1101,0.27
2023-06-07,6,TMI0331,0.02
2023-06-07,27,TWH0331,0.50
2023-06-07,1,TWI2201,1.41
2023-06-07,24,WAI0111,3.55
2023-06-07,20,WDV1101,43.07
2023-06-07,47,WKM2201,1.14
2023-06-07,27,WKO0331,0.53
2023-06-07,32,WPW0331,0.39
2023-06-07,11,WTK0331,0.89
2023-06-07,11,ALB0331,1.07
2023-06-07,13,ATU1101,1.88
2023-06-07,2,BOB1101,0.40
2023-06-07,22,BRY0661,7.86
2023-06-07,3,COL0111,0.05
2023-06-07,31,CUL0331,0.11
2023-06-07,43,GFD0331,83.04
2023-06-07,7,GLN0332,0.02
2023-06-07,14,GYM0661,13.68
2023-06-07,45,HAM0331,3.44
2023-06-07,4,HAM2201,0.02
2023-06-07,11,HWA0331,0.94
2023-06-07,46,HWA0331,1.43
2023-06-07,11,HWB2201,0.90
2023-06-07,2,INV2201,0.68
2023-06-07,6,KBY0661,0.01
2023-06-07,24,KIK2201,3.37
2023-06-07,5,KMO0331,0.02
2023-06-07,11,MST0331,0.95
2023-06-07,30,MTO0331,0.21
2023-06-07,46,OKI2201,1.45
2023-06-07,16,OTI0111,29.38
2023-06-07,48,OWH0111,4.49
2023-06-07,47,SDN0331,1.00
2023-06-07,11,SWN2201,1.06
2023-06-07,8,TGA0111,0.01
2023-06-07,13,TMU1101,2.47
2023-06-07,25,WHI2201,1.48
2023-06-07,21,WRK0331,13.65
2023-06-07,46,WRK2201,1.46
2023-06-07,35,AVI2201,3.79
2023-06-07,26,CML0331,0.10
2023-06-07,34,DVK0111,3.09
2023-06-07,9,FHL0331,0.23
2023-06-07,48,GLN0331,4.76
2023-06-07,41,GOR0331,75.60
2023-06-07,16,HAM0111,33.04
2023-06-07,32,HAY1101,0.35
2023-06-07,19,HIN0331,12.87
2023-06-07,44,HIN0331,10.37
2023-06-07,40,INV0331,156.39
2023-06-07,19,INV2202,20.35
2023-06-07,18,KIN0111,29.98
2023-06-07,41,KIN0112,185.38
2023-06-07,40,KIN0113,97.59
2023-06-07,2,KOE1101,0.41
2023-06-07,29,KPU0661,0.29
2023-06-07,48,KWA0111,4.20
2023-06-07,27,MAN2201,0.06
2023-06-07,48,MDN1101,4.80
2023-06-07,43,MGM0331,86.15
2023-06-07,25,MTN0331,1.35
2023-06-07,27,NMA0331,0.03
2023-06-07,48,OKI2201,4.38
2023-06-07,11,OPK0331,0.98
2023-06-07,16,OWH0111,32.80
2023-06-07,17,PEN0221,48.51
2023-06-07,24,ROS0221,3.84
2023-06-07,25,ROT1101,1.48
2023-06-07,18,SFD2201,28.63
2023-06-07,48,TGA0111,4.49
2023-06-07,29,TKR0331,0.24
2023-06-07,15,TNG0111,15.59
2023-06-07,38,TWH0331,89.98
2023-06-07,23,WKM2201,6.47
2023-06-07,27,WVY1101,0.43
2023-06-07,28,ARI1102,0.45
2023-06-07,3,ATI2201,0.06
2023-06-07,29,BEN2201,0.10
2023-06-07,29,EDN0331,0.10
2023-06-07,8,FKN0331,0.01
2023-06-07,18,HIN0331,30.98
2023-06-07,7,HTI0331,0.01
2023-06-07,10,HWA0332,0.52
2023-06-07,31,INV2201,0.10
2023-06-07,19,KAW1101,12.21
2023-06-07,7,KIK0111,0.01
2023-06-07,38,LFD1102,88.36
2023-06-07,27,MNG1101,0.51
2023-06-07,17,NMA0331,0.00
2023-06-07,17,NSY0331,36.43
2023-06-07,7,ORO1102,0.01
2023-06-07,1,PEN0251,0.82
2023-06-07,32,PEN0251,0.43
2023-06-07,6,PEN0331,0.02
2023-06-07,45,RFN1101,2.97
2023-06-07,38,ROT1101,87.93
2023-06-07,30,SBK0661,0.11
2023-06-07,44,SDN0331,2.68
2023-06-07,19,STU0111,10.92
2023-06-07,44,SWN0251,10.62
2023-06-07,11,TRK0111,1.01
2023-06-07,31,WDV0111,0.32
2023-06-07,24,WEL0331,4.16
2023-06-07,33,WEL0331,3.08
2023-06-07,12,ASB0661,0.74
2023-06-07,26,AVI2201,0.10
2023-06-07,37,BDE0111,63.88
2023-06-07,47,BPE2201,1.10
2023-06-07,32,CUL0661,0.16
2023-06-07,10,HLY2201,0.58
2023-06-07,39,HTI0331,13.11
2023-06-07,46,HUI0331,1.46
2023-06-07,12,JRD1101,0.76
2023-06-07,17,KAW1101,44.27
2023-06-07,9,MPE1101,0.29
2023-06-07,37,MST0331,93.16
2023-06-07,21,OHB2201,11.85
2023-06-07,29,OHK2201,0.26
2023-06-07,17,OKI2201,43.87
2023-06-07,30,OTA0221,0.20
2023-06-07,36,OTA2201,400.94
2023-06-07,31,OWH0111,0.35
2023-06-07,45,PEN0221,3.55
2023-06-07,13,RDF2201,2.39
2023-06-07,29,RDF2201,0.26
2023-06-07,31,TNG0111,0.32
2023-06-07,47,WDV1101,1.11
2023-06-07,47,WIR0331,1.23
2023-06-07,31,WKM2201,0.34
2023-06-07,2,WPR0661,0.36
2023-06-07,15,WRK2201,16.14
2023-06-07,19,WTU0331,12.61
2023-06-07,7,WVY0111,0.01
2023-06-07,18,ABY0111,24.57
2023-06-07,3,ASB0661,0.05
2023-06-07,15,AVI2201,13.83
2023-06-07,44,CML0331,2.71
2023-06-07,28,DOB0661,0.12
2023-06-07,18,EDN0331,25.03
2023-06-07,29,GYM0661,0.11
2023-06-07,29,HOR0331,0.11
2023-06-07,43,HWA1102,86.12
2023-06-07,46,KBY0661,1.42
2023-06-07,10,KIK0111,0.54
2023-06-07,18,KMO0331,30.59
2023-06-07,19,KWA0111,11.37
2023-06-07,3,LTN0331,0.05
2023-06-07,9,MAN2201,0.17
2023-06-07,22,MDN1101,9.18
2023-06-07,10,MHO0331,0.53
2023-06-07,36,MNG0331,405.37
2023-06-07,45,MPE1101,3.65
2023-06-07,32,NPK0331,0.39
2023-06-07,6,NSY0331,0.01
2023-06-07,32,OKI2201,0.39
2023-06-07,25,ORO1101,1.23
2023-06-07,32,PEN1101,0.43
2023-06-07,28,ROX1101,0.10
2023-06-07,25,TGA0111,1.49
2023-06-07,30,WDV0111,0.17
2023-06-07,41,WDV1101,171.89
2023-06-07,19,ARA2201,12.16
2023-06-07,35,ASY0111,4.37
2023-06-07,48,BAL0331,1.02
2023-06-07,11,CPK0331,0.94
2023-06-07,21,CYD0331,11.51
2023-06-07,11,HAM2201,1.04
2023-06-07,22,HAY0111,7.71
2023-06-07,27,HOB1101,0.51
