TradingDate,TradingPeriod,PointOfConnection,DollarsPerMegawattHour
2023-06-10,48,MGM0331,4.92
2023-06-10,13,MLG0331,3.12
2023-06-10,16,MST0331,4.70
2023-06-10,21,OHK2201,3.34
2023-06-10,34,PPI2201,2.14
2023-06-10,7,ROT0111,3.51
2023-06-10,37,STK0331,6.45
2023-06-10,6,STK0661,0.72
2023-06-10,26,STK2201,0.22
2023-06-10,3,TMK0331,1.03
2023-06-10,9,TNG0551,4.38
2023-06-10,18,WWD1102,9.89
2023-06-10,41,ABY0111,1.54
2023-06-10,45,APS0111,3.65
2023-06-10,48,BDE0111,1.00
2023-06-10,31,CUL0331,0.02
2023-06-10,36,HWB1101,5.45
2023-06-10,43,KAW1101,14.53
2023-06-10,17,KIK2201,5.50
2023-06-10,47,MAT1101,7.48
2023-06-10,40,MPE1101,59.49
2023-06-10,2,NAP2202,10.00
2023-06-10,44,NSY0331,3.43
2023-06-10,7,OHB2201,0.10
2023-06-10,38,OKN0111,74.86
2023-06-10,17,PEN1101,9.63
2023-06-10,23,ROS1101,1.08
2023-06-10,24,TKA0111,0.20
2023-06-10,30,TKU2201,3.32
2023-06-10,23,WIR0331,1.08
2023-06-10,9,WPA2201,4.44
2023-06-10,14,WTK0111,1.00
2023-06-10,36,ATI2201,125.91
2023-06-10,44,BPE0331,10.68
2023-06-10,6,CBG0111,3.62
2023-06-10,43,GYT0331,14.14
2023-06-10,48,GYT0331,4.89
2023-06-10,21,HAM0111,3.53
2023-06-10,31,HOR0661,0.02
2023-06-10,37,INV2202,5.47
2023-06-10,15,ROT0111,3.95
2023-06-10,17,SDN0331,4.75
2023-06-10,12,TWI2201,0.99
2023-06-10,26,WKO0331,4.64
2023-06-10,25,WTK0111,0.20
2023-06-10,7,BLN0331,0.12
2023-06-10,31,GLN0332,1.36
2023-06-10,34,GOR0331,0.60
2023-06-10,18,HAM0111,11.00
2023-06-10,6,HAY0111,3.39
2023-06-10,39,HEN2201,24.70
2023-06-10,34,INV2202,0.59
2023-06-10,4,KAW1101,8.95
2023-06-10,13,KIN0331,3.20
2023-06-10,19,MAN2201,5.76
2023-06-10,17,MDN1101,9.93
2023-06-10,17,MST0331,8.61
2023-06-10,41,MTO0331,19.73
2023-06-10,5,RDF2201,3.98
2023-06-10,17,ROX1101,4.66
2023-06-10,27,THI2201,2.52
2023-06-10,21,WRK0331,3.34
2023-06-10,41,WTU0331,16.96
2023-06-10,29,BPE0331,3.33
2023-06-10,20,EDN0331,4.67
2023-06-10,43,HEN0331,16.09
2023-06-10,30,KOE1101,3.72
2023-06-10,1,PAK0331,13.12
2023-06-10,39,PNI0331,21.32
2023-06-10,2,ROX1101,0.99
2023-06-10,36,TMU0111,133.80
2023-06-10,20,WAI0501,5.56
2023-06-10,4,WDV1101,8.64
2023-06-10,6,WRK2201,3.47
2023-06-10,47,WVY0111,7.78
2023-06-10,41,WVY1101,16.29
2023-06-10,21,ABY0111,2.82
2023-06-10,3,EDN0331,0.99
2023-06-10,30,HEN2201,3.61
2023-06-10,7,HWA0332,3.52
2023-06-10,1,KBY0661,2.51
2023-06-10,19,KBY0661,6.60
2023-06-10,12,MAT1101,9.88
2023-06-10,25,MAT1101,4.62
2023-06-10,34,MNG1101,2.33
2023-06-10,29,OKN0111,3.43
2023-06-10,18,OPK0331,10.53
2023-06-10,20,OPK0331,5.62
2023-06-10,5,ROS1101,4.22
2023-06-10,36,ROT0111,128.23
2023-06-10,25,SFD2201,4.68
2023-06-10,8,TMU1101,3.61
2023-06-10,42,TNG0551,10.01
2023-06-10,25,WHI0111,4.76
2023-06-10,2,WPW0331,9.67
2023-06-10,48,WWD1102,4.81
2023-06-10,19,CBG0111,10.51
2023-06-10,4,DOB0331,1.08
2023-06-10,16,GLN0331,5.27
2023-06-10,28,HUI0331,3.34
2023-06-10,16,KIK2201,1.85
2023-06-10,39,KPU0661,25.01
2023-06-10,36,MNI0111,129.33
2023-06-10,48,NMA0331,0.99
2023-06-10,24,OHB2201,0.20
2023-06-10,18,OHC2201,6.06
2023-06-10,8,ONG0331,3.60
2023-06-10,36,OTA2201,136.38
2023-06-10,32,RDF0331,1.76
2023-06-10,21,RFN1101,3.28
2023-06-10,37,ROS1101,79.82
2023-06-10,39,STK0661,2.96
2023-06-10,11,TAK0331,10.24
2023-06-10,28,TKB2201,0.02
2023-06-10,41,TUI1101,11.85
2023-06-10,48,TWH0331,5.14
2023-06-10,7,WRK0331,3.45
2023-06-10,26,ATU1101,0.22
2023-06-10,14,BEN2202,1.00
2023-06-10,33,BRB0331,2.97
2023-06-10,33,HAM0551,2.83
2023-06-10,26,HOR0661,0.21
2023-06-10,12,HTI0331,10.65
2023-06-10,22,KIN0113,2.10
2023-06-10,44,MNG0331,11.99
2023-06-10,24,MTI2201,1.95
2023-06-10,7,MTM0331,3.55
2023-06-10,1,NSY0331,2.40
2023-06-10,12,PEN1101,10.76
2023-06-10,27,RDF2201,2.59
2023-06-10,8,TIM0111,0.09
2023-06-10,33,TRK0111,2.70
2023-06-10,21,TWZ0331,2.86
2023-06-10,42,WIL0331,9.66
2023-06-10,16,WWD1103,4.55
2023-06-10,16,BPE0551,4.67
2023-06-10,39,HAM0111,23.84
2023-06-10,9,KAW0112,4.41
2023-06-10,5,KUM0661,1.05
2023-06-10,26,OWH0111,4.31
2023-06-10,22,TKB2201,1.65
2023-06-10,34,ABY0111,0.61
2023-06-10,3,BPD1101,1.03
2023-06-10,44,GYT0331,10.68
2023-06-10,48,HAM2201,5.13
2023-06-10,5,HEN2201,4.19
2023-06-10,37,KMO0331,74.89
2023-06-10,20,PEN0331,5.98
2023-06-10,11,PNI0331,9.28
2023-06-10,1,RFN1102,2.60
2023-06-10,34,RFN1102,0.70
2023-06-10,42,STK0331,1.14
2023-06-10,12,TKB2201,1.00
2023-06-10,30,TUI1101,0.00
2023-06-10,10,WGN0331,7.89
2023-06-10,39,WTK0331,2.55
2023-06-10,21,ALB0331,3.65
2023-06-10,24,ALB1101,2.12
2023-06-10,26,BRY0661,0.21
2023-06-10,16,HAM0111,5.18
2023-06-10,44,HAY0331,10.34
2023-06-10,37,HTI1101,75.28
2023-06-10,27,MTI2201,2.54
2023-06-10,9,PNI0331,4.30
2023-06-10,22,PPI2201,2.13
2023-06-10,27,SWN2201,2.73
2023-06-10,43,TWI2201,4.01
2023-06-10,3,WDV0111,9.65
2023-06-10,23,WHI0111,1.01
2023-06-10,10,WKO0331,8.45
2023-06-10,29,ATI2201,3.38
2023-06-10,18,BOB1101,11.28
2023-06-10,32,DOB0661,0.02
2023-06-10,7,HEN2201,3.64
2023-06-10,11,HLY2201,10.12
2023-06-10,20,KAW0112,5.45
2023-06-10,42,KIN0112,10.24
2023-06-10,34,KPA1101,2.20
2023-06-10,17,NMA0331,4.72
2023-06-10,27,OKN0111,2.58
2023-06-10,44,ORO1102,3.82
2023-06-10,23,RFN1102,0.38
2023-06-10,24,ROS1101,2.12
2023-06-10,7,ROT0331,3.50
2023-06-10,6,ROT1101,3.50
2023-06-10,16,TMU0111,5.22
2023-06-10,4,WEL0331,9.94
2023-06-10,22,WWD1102,2.01
2023-06-10,45,ASY0111,3.86
2023-06-10,9,CPK0111,4.33
2023-06-10,32,CYD2201,0.02
2023-06-10,18,MHO0331,10.38
2023-06-10,22,NSY0331,1.64
2023-06-10,18,ROX2201,5.88
2023-06-10,37,ALB1101,79.69
2023-06-10,27,BEN2202,0.14
2023-06-10,32,HAY1101,1.64
2023-06-10,28,HWA1102,3.31
2023-06-10,2,OHK2201,10.10
2023-06-10,17,RFN1101,5.60
2023-06-10,31,STK0661,0.02
2023-06-10,38,TAK0331,80.20
2023-06-10,40,TRK2201,52.30
2023-06-10,26,TWI2201,0.19
2023-06-10,11,WGN0331,9.65
2023-06-10,21,ARA2201,3.34
2023-06-10,28,CLH0111,0.02
2023-06-10,37,DOB0661,6.53
2023-06-10,12,HAM2201,10.53
2023-06-10,21,HWA0331,3.41
2023-06-10,19,ISL0331,6.67
2023-06-10,38,ISL0331,5.07
2023-06-10,37,KIN0112,71.78
2023-06-10,46,MTN0331,8.54
2023-06-10,24,NMA0331,0.20
2023-06-10,6,NPK0331,3.56
2023-06-10,38,SWN0251,80.29
2023-06-10,21,UHT0331,3.22
2023-06-10,30,ASY0111,0.02
2023-06-10,41,COL0111,1.57
2023-06-10,41,HAY1101,15.44
2023-06-10,36,HAY2201,119.95
2023-06-10,22,HEP0331,2.34
2023-06-10,26,HOR0331,0.21
2023-06-10,38,HTI0331,76.90
2023-06-10,22,HWA0331,2.13
2023-06-10,31,RFN1102,0.02
2023-06-10,4,TUI1101,0.00
2023-06-10,6,WGN0331,3.48
2023-06-10,35,WPR0331,1.46
2023-06-10,6,WRD0331,3.68
2023-06-10,44,ASB0661,3.56
2023-06-10,3,BPE2201,9.72
2023-06-10,39,ISL2201,2.77
2023-06-10,34,KAW1101,2.13
2023-06-10,36,KAW2201,125.95
2023-06-10,25,OHB2201,0.20
2023-06-10,11,WDV0111,9.35
2023-06-10,42,WHI0111,10.53
2023-06-10,40,ARI1102,52.40
2023-06-10,25,GOR0331,0.20
2023-06-10,42,HUI0331,10.45
2023-06-10,6,ISL0331,0.70
2023-06-10,35,KAW2201,30.81
2023-06-10,21,KBY0662,3.06
2023-06-10,9,LTN2201,4.36
2023-06-10,6,ONG0331,3.62
2023-06-10,41,ROX1101,1.51
2023-06-10,45,TKR0331,9.71
2023-06-10,1,TRK2201,12.20
2023-06-10,34,TWH0331,2.28
2023-06-10,33,WGN0331,2.73
2023-06-10,22,WRK0331,2.13
2023-06-10,40,WTK2201,1.00
2023-06-10,33,BAL0331,0.20
2023-06-10,25,BPE2201,4.53
2023-06-10,32,CYD0331,0.02
2023-06-10,7,DOB0661,0.11
2023-06-10,45,DOB0661,3.87
2023-06-10,31,HLY0331,1.34
2023-06-10,22,KIK2201,1.87
2023-06-10,45,MCH0111,3.84
2023-06-10,47,MLG0331,7.41
2023-06-10,33,NAP2202,2.67
2023-06-10,46,OTA0221,9.28
2023-06-10,7,OTI0111,0.11
2023-06-10,33,STK0331,0.23
2023-06-10,32,STK0661,0.02
2023-06-10,38,STK2201,5.37
2023-06-10,33,TAK0331,2.91
2023-06-10,38,WAI0111,76.37
2023-06-10,14,WDV1101,1.85
2023-06-10,26,WPR0331,0.21
2023-06-10,37,WRD0331,79.69
2023-06-10,6,GYT0331,3.45
2023-06-10,1,HEP0331,13.25
2023-06-10,8,KIN0112,3.36
2023-06-10,36,LFD1101,125.48
2023-06-10,23,LTN0331,0.94
2023-06-10,23,MGM0331,0.95
2023-06-10,48,MKE1101,5.05
2023-06-10,31,SDN0331,0.02
2023-06-10,27,STK0331,0.15
2023-06-10,44,TWC2201,10.62
2023-06-10,40,ABY0111,0.99
2023-06-10,4,BPT1101,1.02
2023-06-10,31,CBG0111,1.34
2023-06-10,26,CPK0331,4.12
2023-06-10,27,DOB0331,0.15
2023-06-10,27,DVK0111,2.48
2023-06-10,37,GYT0331,70.31
2023-06-10,38,KBY0662,5.01
2023-06-10,14,OHC2201,1.00
2023-06-10,9,ROS1101,4.67
2023-06-10,28,TMK0331,0.02
2023-06-10,16,TWH0331,5.18
2023-06-10,46,WEL0331,9.99
2023-06-10,8,WPW0331,3.32
2023-06-10,15,BOB0331,4.22
2023-06-10,21,COL0661,2.90
2023-06-10,8,DOB0661,0.10
2023-06-10,48,JRD1101,5.05
2023-06-10,4,KAW0112,8.94
2023-06-10,48,KPA1101,4.98
2023-06-10,18,LTN2201,10.02
2023-06-10,15,MGM0331,3.71
2023-06-10,27,ROS0221,2.77
2023-06-10,36,ROT1101,127.67
2023-06-10,37,WKM2201,73.19
2023-06-10,23,CPK0331,0.92
2023-06-10,16,EDG0331,4.94
2023-06-10,47,INV2201,1.83
2023-06-10,30,MST0331,3.33
2023-06-10,10,NSY0331,1.00
2023-06-10,15,OTA0221,4.22
2023-06-10,15,OWH0111,3.96
2023-06-10,44,PEN0221,12.01
2023-06-10,31,ROS0221,1.37
2023-06-10,39,TWI2201,2.51
2023-06-10,45,WDV0111,9.99
2023-06-10,23,WTU0331,1.01
2023-06-10,34,WTU0331,2.21
2023-06-10,16,ARA2201,4.84
2023-06-10,46,ATU1101,1.12
2023-06-10,37,BPE2201,69.89
2023-06-10,39,COL0111,2.60
2023-06-10,18,CUL0331,6.71
2023-06-10,29,HAY2201,3.26
2023-06-10,25,HEP0331,5.11
2023-06-10,16,HIN0331,5.21
2023-06-10,20,HWA1102,5.59
2023-06-10,47,HWB0331,1.85
2023-06-10,37,KAW0112,72.15
2023-06-10,16,KBY0661,1.75
2023-06-10,4,KMO0331,9.14
2023-06-10,31,MLG0331,1.23
2023-06-10,21,MNG0331,3.64
2023-06-10,12,MNI0111,10.22
2023-06-10,22,MNI0111,2.15
2023-06-10,10,MST0331,7.69
2023-06-10,6,MTO0331,3.82
2023-06-10,37,OHC2201,5.60
2023-06-10,11,OKN0111,9.88
2023-06-10,33,ORO1102,0.23
2023-06-10,48,RFN1102,1.11
2023-06-10,7,ROX2201,0.10
2023-06-10,30,RPO2201,3.31
2023-06-10,31,TKB2201,0.02
2023-06-10,33,TWH0331,2.85
2023-06-10,20,WKO0331,5.99
2023-06-10,26,WRD0331,4.62
2023-06-10,36,ARI1102,127.09
2023-06-10,38,CLH0111,4.86
2023-06-10,46,CST0331,8.77
2023-06-10,11,GFD0331,9.28
2023-06-10,41,HAY0111,15.51
2023-06-10,43,HTI0331,15.36
2023-06-10,10,KBY0662,1.04
2023-06-10,25,KBY0662,0.21
2023-06-10,14,KIK0111,1.09
2023-06-10,1,KIN0113,11.98
2023-06-10,43,LTN2201,14.03
2023-06-10,25,MLG0111,4.43
2023-06-10,15,ORO1102,0.81
2023-06-10,40,PEN1101,56.78
2023-06-10,37,RFN1102,6.45
2023-06-10,8,TNG0551,3.39
2023-06-10,16,WHI0111,4.95
2023-06-10,12,WPW0331,9.61
2023-06-10,17,WRD0331,9.68
2023-06-10,23,WVY1101,0.95
2023-06-10,24,CYD2201,0.19
2023-06-10,14,GOR0331,0.98
2023-06-10,9,HEN2201,4.65
2023-06-10,17,HWB2201,4.73
2023-06-10,29,INV2201,0.02
2023-06-10,45,JRD1101,10.44
2023-06-10,28,KMO0331,3.35
2023-06-10,34,MDN1101,2.40
2023-06-10,26,MNG1101,4.60
2023-06-10,16,RFN1102,1.88
2023-06-10,27,ROS1101,2.76
2023-06-10,26,WIL0331,4.10
2023-06-10,42,BPE0551,9.95
2023-06-10,6,COL0661,0.66
2023-06-10,27,KIK2201,0.15
2023-06-10,48,KMO0331,4.97
2023-06-10,15,LTN0331,3.72
2023-06-10,32,STK0331,0.02
2023-06-10,31,TGA0111,1.29
2023-06-10,22,WDV0111,2.06
2023-06-10,44,WTU0331,11.27
2023-06-10,19,COL0661,6.27
2023-06-10,22,DOB0661,1.92
2023-06-10,11,KAW1101,9.61
2023-06-10,9,MAN2201,0.65
2023-06-10,37,NAP2202,72.17
2023-06-10,6,OPK0331,3.50
2023-06-10,35,ORO1102,1.54
2023-06-10,35,TIM0111,1.39
2023-06-10,37,WDV1101,70.21
2023-06-10,14,WHI0111,1.93
2023-06-10,41,WTK2201,1.56
2023-06-10,36,ASB0661,5.89
2023-06-10,14,BPE0551,1.87
2023-06-10,5,CPK0331,3.86
2023-06-10,43,EDG0331,14.70
2023-06-10,18,HAM2201,10.96
2023-06-10,9,MHO0331,4.48
2023-06-10,4,PPI2201,8.92
2023-06-10,47,TKA0111,1.81
2023-06-10,35,TKA0331,1.30
2023-06-10,43,TKU2201,14.26
2023-06-10,4,TMI0331,9.25
2023-06-10,1,WKM2201,12.21
2023-06-10,1,ASB0661,2.47
2023-06-10,47,BAL0331,1.88
2023-06-10,16,BRK0331,4.76
2023-06-10,35,CLH0111,1.40
2023-06-10,21,HWA0332,3.41
2023-06-10,28,KIK0111,0.02
2023-06-10,46,KMO0331,8.71
2023-06-10,47,MNG0331,8.23
2023-06-10,10,MPE1101,8.35
2023-06-10,38,TKB2201,4.68
2023-06-10,13,TWZ0331,1.00
2023-06-10,23,BPT1101,0.34
2023-06-10,28,CBG0111,3.47
2023-06-10,5,GLN0332,4.19
2023-06-10,5,HAM0551,4.14
2023-06-10,46,HEN2201,9.32
2023-06-10,8,INV2201,0.09
2023-06-10,28,ISL0661,0.02
2023-06-10,11,KAW0112,9.61
2023-06-10,20,MGM0331,5.43
2023-06-10,31,NAP2202,1.25
2023-06-10,14,OWH0111,1.96
2023-06-10,1,PEN1101,13.13
2023-06-10,28,PNI0331,3.18
2023-06-10,41,PNI0331,15.54
2023-06-10,17,TAK0331,9.60
2023-06-10,31,TMN0551,1.30
2023-06-10,10,UHT0331,7.59
2023-06-10,48,ATU1101,1.11
2023-06-10,46,BOB1101,9.27
2023-06-10,4,BPD1101,1.03
2023-06-10,10,HKK0661,1.05
2023-06-10,24,HLY2201,2.07
2023-06-10,3,HTI0331,10.49
2023-06-10,14,HWB2201,0.98
2023-06-10,38,KAW1101,73.39
2023-06-10,31,KBY0661,0.02
2023-06-10,35,NAP2202,30.68
2023-06-10,44,ORO1101,3.82
2023-06-10,47,RFN1101,2.09
2023-06-10,8,TMU0111,3.62
2023-06-10,6,WIL0331,3.39
2023-06-10,22,WTK0331,1.64
2023-06-10,10,WVY0111,7.86
2023-06-10,37,WVY0111,72.07
2023-06-10,12,BPE2201,9.76
2023-06-10,15,CST0331,3.91
2023-06-10,15,CUL0331,0.78
2023-06-10,36,GFD0331,120.67
2023-06-10,15,HWA1102,3.87
2023-06-10,14,KBY0662,1.05
2023-06-10,1,MKE1101,12.10
2023-06-10,36,MTR0331,127.39
2023-06-10,23,PPI2201,0.98
2023-06-10,35,ROS1101,33.82
2023-06-10,26,ROX1101,0.19
2023-06-10,7,SFD2201,3.50
2023-06-10,11,TMI0331,9.93
2023-06-10,6,WPA2201,3.50
2023-06-10,9,BEN2201,0.70
2023-06-10,23,CUL0331,0.37
2023-06-10,12,HWB0331,1.00
2023-06-10,31,KAW2201,1.26
2023-06-10,40,MCH0111,1.14
2023-06-10,14,MDN2201,2.11
2023-06-10,43,OHC2201,4.13
2023-06-10,21,OPK0331,3.42
2023-06-10,16,RDF0331,5.00
2023-06-10,39,ROT0331,22.91
2023-06-10,11,SDN0331,1.00
2023-06-10,2,TMK0331,1.03
2023-06-10,41,WDV0111,15.95
2023-06-10,38,BEN2201,4.72
2023-06-10,7,BPT1101,0.10
2023-06-10,29,HEP0331,3.67
2023-06-10,37,KAW2201,72.52
2023-06-10,5,KWA0111,3.84
2023-06-10,29,MKE1101,3.43
2023-06-10,36,OAM0331,5.90
2023-06-10,1,PEN0331,13.17
2023-06-10,6,PNI0331,3.39
2023-06-10,8,PPI2201,3.42
2023-06-10,25,ROX2201,0.19
2023-06-10,37,STU0111,5.87
2023-06-10,27,TWZ0331,0.14
2023-06-10,7,WPA2201,3.49
2023-06-10,20,ALB1101,5.99
2023-06-10,7,ATU1101,0.11
2023-06-10,4,HOB1101,9.51
2023-06-10,3,HWA1101,9.99
2023-06-10,40,HWA1102,52.00
2023-06-10,22,HWB2201,1.61
2023-06-10,6,KBY0661,0.69
2023-06-10,46,KBY0661,1.05
2023-06-10,10,MTM0331,8.03
2023-06-10,27,NAP2202,2.51
2023-06-10,28,NMA0331,0.02
2023-06-10,20,RFN1102,5.45
2023-06-10,22,THI2201,2.13
2023-06-10,29,WDV0111,3.33
2023-06-10,21,WHI0111,3.41
2023-06-10,26,WIR0331,4.65
2023-06-10,45,EDG0331,10.20
2023-06-10,23,HAM2201,1.04
2023-06-10,37,HKK0661,6.23
2023-06-10,36,HWB2201,5.46
2023-06-10,40,MLG0331,49.21
2023-06-10,47,NPK0331,7.86
2023-06-10,21,OHA2201,2.85
2023-06-10,15,STK0661,0.81
2023-06-10,33,TMI0331,2.77
2023-06-10,40,TWI2201,0.98
2023-06-10,21,WRD0331,3.64
2023-06-10,45,WTK0111,3.46
2023-06-10,3,CBG0111,10.42
2023-06-10,28,CUL0661,0.02
2023-06-10,36,DOB0661,6.55
2023-06-10,2,GLN0332,10.87
2023-06-10,28,HWA0332,3.32
2023-06-10,31,HWA1102,1.28
2023-06-10,41,MAN2201,1.45
2023-06-10,38,MTR0331,73.97
2023-06-10,32,OTA0221,1.84
2023-06-10,40,PEN0251,56.60
2023-06-10,34,RPO2201,2.12
2023-06-10,48,TAK0331,5.25
2023-06-10,21,TMI0331,3.45
2023-06-10,1,TWH0331,12.82
2023-06-10,5,BPE0331,3.91
2023-06-10,37,BPT1101,5.70
2023-06-10,2,CPK0111,9.75
2023-06-10,7,HIN0331,3.62
2023-06-10,43,KMO0331,14.90
2023-06-10,26,MTN0331,4.24
2023-06-10,48,PEN0221,5.28
2023-06-10,44,TKB2201,3.43
2023-06-10,26,TKU0331,4.22
2023-06-10,37,TWZ0331,5.60
2023-06-10,9,UHT0331,4.30
2023-06-10,40,WHI0111,53.10
2023-06-10,34,WHU0331,2.32
2023-06-10,13,WIL0331,3.12
2023-06-10,15,WRK0331,3.88
2023-06-10,18,HEP0331,11.43
2023-06-10,9,KPO1101,4.58
2023-06-10,19,MLG0331,9.57
2023-06-10,9,MTM0331,4.53
2023-06-10,3,MTN0331,9.83
2023-06-10,15,MTR0331,3.86
2023-06-10,1,SFD0331,12.03
2023-06-10,40,TKR0331,48.97
2023-06-10,20,TMK0331,4.90
2023-06-10,10,WPW0331,7.58
2023-06-10,7,BWK1101,0.10
2023-06-10,41,CPK0111,15.66
2023-06-10,25,DOB0331,0.23
2023-06-10,36,HEN0331,138.25
2023-06-10,19,HKK0661,6.88
2023-06-10,44,ISL2201,3.64
2023-06-10,8,NSY0331,0.09
2023-06-10,32,OHK2201,1.71
2023-06-10,19,WIL0331,9.49
2023-06-10,38,WTU0331,75.98
2023-06-10,18,ARI1102,10.48
2023-06-10,6,BPE2201,3.43
2023-06-10,9,BRB0331,4.68
2023-06-10,26,COL0661,0.20
2023-06-10,33,GFD0331,2.61
2023-06-10,46,HTI0331,9.05
2023-06-10,11,INV2201,0.98
2023-06-10,32,KMO0331,1.73
2023-06-10,7,MST0331,3.44
2023-06-10,24,MTO0331,2.24
2023-06-10,10,OHK2201,7.86
2023-06-10,23,OKN0111,0.99
2023-06-10,28,ORO1102,0.02
2023-06-10,11,PPI2201,9.61
2023-06-10,48,ROX2201,0.99
2023-06-10,30,WDV0111,3.30
2023-06-10,26,WGN0331,4.25
2023-06-10,45,WIL0331,9.68
2023-06-10,38,ARG1101,5.40
2023-06-10,38,AVI2201,4.69
2023-06-10,25,BWK1101,0.19
2023-06-10,24,HTI0331,2.05
2023-06-10,37,HWB1101,5.47
2023-06-10,30,KAW0111,3.33
2023-06-10,20,KAW2201,5.47
2023-06-10,28,KIN0112,3.20
2023-06-10,20,KPO1101,5.73
2023-06-10,9,RDF0331,4.45
2023-06-10,28,TAK0331,3.54
2023-06-10,29,TAK0331,3.62
2023-06-10,1,TKA0331,2.33
2023-06-10,41,WRD0331,18.12
2023-06-10,46,CLH0111,1.02
2023-06-10,11,CPK0111,9.33
2023-06-10,29,GYT0331,3.32
2023-06-10,1,HAY0111,11.39
2023-06-10,47,HIN0331,8.00
2023-06-10,12,HWA1102,10.14
2023-06-10,31,INV2201,0.02
2023-06-10,39,ISL0661,2.78
2023-06-10,8,MDN1101,3.63
2023-06-10,1,MNG1101,13.15
2023-06-10,16,MTR0331,4.83
2023-06-10,30,NAP2202,3.33
2023-06-10,32,NMA0331,0.02
2023-06-10,14,NPK0331,1.99
2023-06-10,9,OWH0111,4.48
2023-06-10,40,PEN0331,56.80
2023-06-10,9,ROT0331,4.46
2023-06-10,5,ROX2201,0.99
2023-06-10,11,TMU1101,10.16
2023-06-10,33,WRK0331,2.68
2023-06-10,42,BWK1101,0.97
2023-06-10,43,CPK0331,13.81
2023-06-10,3,CYD0331,1.00
2023-06-10,41,HOR0661,1.65
2023-06-10,39,MKE1101,22.87
2023-06-10,32,NAP2201,1.69
2023-06-10,43,SFD0331,14.66
2023-06-10,16,STK0331,1.88
2023-06-10,33,TGA0111,2.74
2023-06-10,3,THI2201,9.91
2023-06-10,38,TMU1101,78.18
2023-06-10,25,TNG0551,4.56
2023-06-10,7,WAI0501,3.52
2023-06-10,40,WWD1102,48.88
2023-06-10,33,APS0111,0.21
2023-06-10,35,BPE0551,30.68
2023-06-10,12,BRK0331,9.91
2023-06-10,41,CML0331,1.52
2023-06-10,36,EDG0331,126.99
2023-06-10,8,HIN0331,3.57
2023-06-10,3,HWB2201,1.00
2023-06-10,38,KAI0111,5.38
2023-06-10,39,KBY0661,2.74
2023-06-10,15,MDN2201,4.33
2023-06-10,12,OTA0221,10.77
2023-06-10,16,PEN1101,5.28
2023-06-10,5,TMI0331,4.09
2023-06-10,22,WAI0501,2.16
2023-06-10,41,WRK0331,16.46
2023-06-10,31,WWD1102,1.22
2023-06-10,34,DVK0111,2.13
2023-06-10,8,GYM0661,0.10
2023-06-10,47,JRD1101,7.81
2023-06-10,28,KBY0662,0.02
2023-06-10,43,KIK0111,4.57
2023-06-10,31,MAN2201,0.02
2023-06-10,40,MKE1101,52.52
2023-06-10,14,MLG0111,1.84
2023-06-10,41,OAM0331,1.63
2023-06-10,30,PEN1101,3.60
2023-06-10,45,SFD2201,10.34
2023-06-10,45,TGA0331,10.36
2023-06-10,13,TKB2201,1.00
